2018-05-17 17:54:23.919 	30
2018-05-17 17:54:24.976 	40
2018-05-17 17:54:32.856 	80
2018-05-17 17:55:44.933 	30
2018-05-17 17:55:46.688 	40
2018-05-17 17:55:54.526 	80
2018-05-17 17:56:44.110 	30
2018-05-17 17:56:45.569 	40
2018-05-17 17:56:53.834 	80
2018-05-17 17:57:12.919 	20
2018-05-17 17:57:14.051 	30
2018-05-17 17:58:09.370 	35
2018-05-17 17:58:09.651 	42
2018-05-17 17:58:09.926 	45
2018-05-17 17:58:10.132 	51
2018-05-17 17:58:10.481 	59
2018-05-17 17:58:10.996 	61
2018-05-17 17:58:11.282 	63
2018-05-17 17:58:11.512 	67
2018-05-17 17:58:11.729 	71
2018-05-17 17:58:12.067 	75
2018-05-17 17:58:12.310 	77
2018-05-17 17:58:12.627 	79
2018-05-17 17:58:12.876 	82
2018-05-17 17:58:13.176 	85
2018-05-17 17:58:13.625 	86
2018-05-17 17:58:13.936 	89
2018-05-17 17:58:14.130 	90
2018-05-17 17:58:14.682 	90
2018-05-17 17:58:14.914 	84
2018-05-17 17:58:15.771 	81
2018-05-17 17:58:15.994 	79
2018-05-17 17:58:16.184 	77
2018-05-17 17:58:17.155 	77
2018-05-17 17:58:23.283 	48
2018-05-17 17:58:23.288 	48
2018-05-17 17:58:24.278 	44
2018-05-17 17:58:24.647 	58
2018-05-17 17:58:24.876 	37
2018-05-17 17:58:25.039 	39
2018-05-17 17:58:25.360 	80
2018-05-17 17:58:25.993 	20
2018-05-17 17:58:26.831 	30
2018-05-17 17:58:27.039 	44
2018-05-17 17:58:27.276 	49
2018-05-17 17:58:27.709 	53
2018-05-17 17:58:28.294 	52
2018-05-17 17:58:28.543 	50
2018-05-17 17:58:28.743 	45
2018-05-17 17:58:28.957 	41
2018-05-17 17:58:29.212 	37
2018-05-17 17:58:30.155 	36
2018-05-17 17:58:30.426 	36
2018-05-17 17:58:32.648 	80
