Milliseconds,X,Y,Z,cos,headingAccuracy
2,-0.179883,-0.496486,-0.380841,0.759014,246.0
102,-0.180146,-0.496453,-0.380796,0.758996,246.0
203,-0.180192,-0.496638,-0.380844,0.75884,246.0
302,-0.180268,-0.496538,-0.380863,0.758878,246.0
402,-0.179923,-0.496676,-0.380685,0.758959,246.0
503,-0.180221,-0.496431,-0.380864,0.758958,246.0
602,-0.180079,-0.49643,-0.380823,0.759013,246.0
702,-0.180235,-0.496406,-0.380912,0.758947,246.0
802,-0.180103,-0.496426,-0.38097,0.758936,246.0
902,-0.180371,-0.496356,-0.380933,0.758937,246.0
1003,-0.180194,-0.496382,-0.380821,0.759018,246.0
1102,-0.18019,-0.496366,-0.380998,0.758941,246.0
1202,-0.180125,-0.496336,-0.380855,0.759047,246.0
1302,-0.179947,-0.496264,-0.380996,0.759066,246.0
1403,-0.180147,-0.496329,-0.380996,0.758977,246.0
1502,-0.180125,-0.496303,-0.380995,0.758999,246.0
1602,-0.180113,-0.496309,-0.380953,0.759019,246.0
1702,-0.179803,-0.496485,-0.380788,0.75906,246.0
1802,-0.179826,-0.496622,-0.380819,0.75895,246.0
1903,-0.179794,-0.496748,-0.380678,0.758946,246.0
2002,-0.179856,-0.496804,-0.380589,0.758939,246.0
2102,-0.179597,-0.49688,-0.380527,0.758981,246.0
2202,-0.179399,-0.496863,-0.380704,0.758951,246.0
2303,-0.179381,-0.497052,-0.380652,0.758857,246.0
2402,-0.179139,-0.497033,-0.380678,0.758914,246.0
2502,-0.179038,-0.497063,-0.380777,0.758868,246.0
2602,-0.179016,-0.49701,-0.380817,0.758888,246.0
2702,-0.179058,-0.497197,-0.380539,0.758895,246.0
2805,-0.178942,-0.497257,-0.380441,0.758932,246.0
2902,-0.178794,-0.497447,-0.38052,0.758803,246.0
3002,-0.178573,-0.497528,-0.380621,0.758751,246.0
3102,-0.178386,-0.49767,-0.380573,0.758727,246.0
3203,-0.177952,-0.497566,-0.380268,0.759049,246.0
3302,-0.17831,-0.497626,-0.380374,0.758873,246.0
3402,-0.178577,-0.497734,-0.380314,0.758769,246.0
3502,-0.178701,-0.497761,-0.380173,0.758793,246.0
3602,-0.178712,-0.49791,-0.380198,0.75868,246.0
3702,-0.178749,-0.497967,-0.380054,0.758706,246.0
3803,-0.178913,-0.498023,-0.379887,0.758714,246.0
3902,-0.178784,-0.498026,-0.379799,0.758786,246.0
4002,-0.178823,-0.498207,-0.379832,0.758642,246.0
4102,-0.178686,-0.498333,-0.37975,0.758633,246.0
4202,-0.178627,-0.498257,-0.379963,0.75859,246.0
4302,-0.178685,-0.498337,-0.379815,0.758598,246.0
4403,-0.178412,-0.498316,-0.379706,0.75873,246.0
4502,-0.178632,-0.498232,-0.379827,0.758673,246.0
4602,-0.178663,-0.498444,-0.379812,0.758534,246.0
4702,-0.178734,-0.49844,-0.37977,0.758541,246.0
4802,-0.178619,-0.49861,-0.379639,0.758522,246.0
4902,-0.178796,-0.498847,-0.379418,0.758435,246.0
5003,-0.178894,-0.498606,-0.379456,0.758552,246.0
5103,-0.178979,-0.498282,-0.379697,0.758624,246.0
5202,-0.178881,-0.498212,-0.379778,0.758652,246.0
5304,-0.178976,-0.498055,-0.379814,0.758715,246.0
5402,-0.17916,-0.497921,-0.379922,0.758705,246.0
5502,-0.179159,-0.497747,-0.380036,0.758762,246.0
5603,-0.179213,-0.497845,-0.379958,0.758725,246.0
5702,-0.17935,-0.497834,-0.379992,0.758682,246.0
5804,-0.17981,-0.4979,-0.379978,0.758538,246.0
5903,-0.179779,-0.4978,-0.379853,0.758673,246.0
6002,-0.180104,-0.497788,-0.379834,0.758613,246.0
6102,-0.180102,-0.497678,-0.379843,0.758681,246.0
6203,-0.179793,-0.497701,-0.379852,0.758735,246.0
6303,-0.17965,-0.497957,-0.379941,0.758556,246.0
6402,-0.179668,-0.497941,-0.379831,0.758618,246.0
6503,-0.179563,-0.498136,-0.379804,0.758528,246.0
6602,-0.179368,-0.498394,-0.379585,0.758514,246.0
6702,-0.179253,-0.498423,-0.379552,0.758539,246.0
6802,-0.179368,-0.498637,-0.379398,0.758448,246.0
7060,-0.179246,-0.498605,-0.37947,0.758462,246.0
7060,-0.179246,-0.498605,-0.37947,0.758462,246.0
7102,-0.179096,-0.49869,-0.379188,0.758583,246.0
7202,-0.179209,-0.498377,-0.379394,0.758659,246.0
7302,-0.179384,-0.498437,-0.37936,0.758595,246.0
7403,-0.179539,-0.498251,-0.379565,0.758578,246.0
7502,-0.179665,-0.498179,-0.379578,0.758589,246.0
7602,-0.179666,-0.498298,-0.379627,0.758486,246.0
7702,-0.179719,-0.49829,-0.379503,0.758541,246.0
7803,-0.179378,-0.498224,-0.379678,0.758577,246.0
7902,-0.179739,-0.498098,-0.379557,0.758635,246.0
8002,-0.179775,-0.498284,-0.379585,0.75849,246.0
8102,-0.179715,-0.49827,-0.379452,0.75858,246.0
8203,-0.179938,-0.498095,-0.379508,0.758614,246.0
8302,-0.180007,-0.498141,-0.379635,0.758504,246.0
8402,-0.17964,-0.498325,-0.37944,0.758568,246.0
8502,-0.179654,-0.498616,-0.379281,0.758452,246.0
8602,-0.179508,-0.498858,-0.379134,0.758402,246.0
8702,-0.179616,-0.498933,-0.379118,0.758335,246.0
8802,-0.179335,-0.499023,-0.378933,0.758435,246.0
8902,-0.17945,-0.49885,-0.379001,0.758487,246.0
9002,-0.179618,-0.498874,-0.379027,0.758419,246.0
9102,-0.179566,-0.498838,-0.379266,0.758335,246.0
9203,-0.179555,-0.498938,-0.379064,0.758373,246.0
9302,-0.179525,-0.499031,-0.379007,0.758348,246.0
9403,-0.179574,-0.498993,-0.378902,0.758413,246.0
9502,-0.179437,-0.499346,-0.379118,0.758106,246.0
9602,-0.179292,-0.499636,-0.378814,0.758101,246.0
9702,-0.179277,-0.499589,-0.378885,0.7581,246.0
9803,-0.179092,-0.499571,-0.378735,0.75823,246.0
9902,-0.179077,-0.499448,-0.379078,0.758143,246.0
10002,-0.178921,-0.499429,-0.379032,0.758216,246.0
10102,-0.179007,-0.499202,-0.378975,0.758373,246.0
10202,-0.179183,-0.499176,-0.378946,0.758364,246.0
10302,-0.179035,-0.499041,-0.379211,0.758354,246.0
10402,-0.179294,-0.498929,-0.379368,0.758289,246.0
10502,-0.179293,-0.498949,-0.379196,0.758361,246.0
10602,-0.179282,-0.499058,-0.379138,0.758322,246.0
10702,-0.179317,-0.498955,-0.379237,0.758331,246.0
10802,-0.179478,-0.498854,-0.379224,0.758367,246.0
10903,-0.179445,-0.498871,-0.379468,0.758241,246.0
11002,-0.179564,-0.498701,-0.379396,0.75836,246.0
11102,-0.179255,-0.498904,-0.37927,0.758363,246.0
11204,-0.179298,-0.498915,-0.379327,0.758318,246.0
11302,-0.179429,-0.499009,-0.379111,0.758333,246.0
11402,-0.179667,-0.499024,-0.379033,0.758306,246.0
11503,-0.179537,-0.499158,-0.379,0.758265,246.0
11602,-0.179827,-0.499194,-0.378962,0.758191,246.0
11702,-0.179974,-0.498996,-0.378943,0.758296,246.0
11802,-0.180069,-0.499126,-0.378845,0.758237,246.0
11902,-0.180187,-0.499076,-0.37887,0.758229,246.0
12003,-0.180244,-0.499172,-0.378868,0.758153,246.0
12102,-0.180301,-0.499161,-0.378881,0.758141,246.0
12202,-0.180222,-0.499151,-0.378875,0.758169,246.0
12302,-0.180208,-0.499319,-0.378851,0.758074,246.0
12402,-0.179964,-0.499203,-0.378873,0.758197,246.0
12503,-0.179855,-0.499203,-0.378791,0.758264,246.0
12602,-0.179598,-0.499336,-0.378861,0.758202,246.0
12702,-0.179473,-0.49926,-0.379056,0.758184,246.0
12803,-0.179435,-0.499336,-0.37904,0.758152,246.0
12902,-0.1794,-0.499558,-0.378875,0.758096,246.0
13002,-0.179122,-0.499678,-0.378649,0.758195,246.0
13102,-0.179303,-0.499538,-0.378692,0.758223,246.0
13202,-0.179309,-0.499629,-0.378665,0.758176,246.0
13303,-0.179277,-0.499643,-0.378701,0.758156,246.0
13402,-0.179324,-0.499381,-0.378867,0.758234,246.0
13502,-0.179585,-0.499146,-0.379113,0.758204,246.0
13604,-0.179592,-0.499043,-0.379108,0.758273,246.0
13702,-0.179715,-0.498888,-0.379117,0.758341,246.0
13803,-0.180051,-0.498957,-0.379192,0.758179,246.0
13902,-0.180107,-0.498957,-0.379057,0.758233,246.0
14002,-0.179992,-0.498953,-0.379157,0.758213,246.0
14103,-0.180052,-0.498939,-0.379128,0.758223,246.0
14202,-0.180184,-0.499084,-0.378988,0.758166,246.0
14302,-0.179933,-0.499421,-0.378785,0.758105,246.0
14402,-0.179701,-0.499608,-0.378621,0.758119,246.0
14503,-0.1798,-0.499593,-0.378365,0.758233,246.0
14602,-0.17976,-0.499336,-0.378632,0.758279,246.0
14702,-0.179945,-0.499539,-0.37858,0.758127,246.0
14803,-0.179869,-0.499512,-0.378404,0.75825,246.0
14902,-0.179813,-0.499397,-0.378671,0.758206,246.0
15002,-0.179851,-0.499623,-0.378647,0.75806,246.0
15102,-0.17996,-0.499454,-0.378632,0.758153,246.0
15203,-0.179866,-0.499371,-0.378617,0.758238,246.0
15302,-0.179902,-0.499414,-0.378661,0.758179,246.0
15402,-0.179968,-0.499442,-0.378574,0.758188,246.0
15502,-0.180008,-0.499368,-0.378465,0.758282,246.0
15603,-0.18012,-0.499286,-0.378495,0.758294,246.0
15702,-0.180406,-0.499341,-0.378568,0.758154,246.0
15802,-0.180395,-0.499471,-0.378313,0.758198,246.0
15903,-0.180427,-0.49912,-0.378644,0.758256,246.0
16002,-0.180458,-0.499324,-0.378492,0.75819,246.0
16102,-0.180395,-0.499399,-0.378428,0.758187,246.0
16202,-0.180485,-0.49945,-0.378471,0.758112,246.0
16302,-0.180313,-0.499535,-0.378342,0.758161,246.0
16403,-0.180282,-0.499427,-0.378432,0.758194,246.0
16502,-0.180164,-0.499337,-0.378574,0.758211,246.0
16604,-0.180194,-0.499473,-0.378408,0.758197,246.0
16702,-0.180125,-0.499653,-0.378329,0.758134,246.0
16802,-0.180126,-0.499568,-0.378408,0.75815,246.0
16902,-0.180066,-0.49966,-0.37849,0.758063,246.0
17002,-0.180088,-0.499585,-0.378397,0.758154,246.0
17103,-0.179942,-0.499747,-0.378285,0.758138,246.0
17203,-0.179955,-0.499436,-0.378394,0.758285,246.0
