Milliseconds,X,Y,Z
1,-44.5,21.6,11.0
101,-44.4,21.6,11.1
201,-44.4,21.6,11.0
302,-44.5,21.6,10.900001
401,-44.600002,21.7,10.900001
501,-44.600002,21.6,10.900001
601,-44.600002,21.5,10.900001
701,-44.5,21.300001,10.900001
802,-44.5,21.300001,10.900001
901,-44.4,21.4,10.900001
1001,-44.600002,21.4,10.8
1101,-44.600002,21.5,10.8
1201,-44.5,21.5,11.0
1302,-44.4,21.5,11.1
1401,-44.4,21.5,11.1
1501,-44.5,21.5,11.0
1601,-44.5,21.5,11.0
1701,-44.7,21.5,11.0
1801,-44.7,21.4,11.1
1902,-44.8,21.4,11.1
2002,-44.8,21.5,11.2
2102,-44.8,21.6,11.1
2201,-44.7,21.6,11.1
2301,-44.600002,21.4,11.2
2401,-44.5,21.1,11.3
2501,-44.5,21.0,11.400001
2602,-44.600002,21.0,11.400001
2701,-44.600002,20.9,11.2
2802,-44.7,20.9,11.3
2901,-44.600002,20.9,11.5
3002,-44.5,20.9,11.7
3101,-44.5,21.0,11.6
3201,-44.600002,20.9,11.5
3301,-44.8,20.9,11.5
3401,-44.8,20.800001,11.5
3501,-44.600002,20.800001,11.7
3602,-44.5,20.800001,11.8
3701,-44.5,20.9,11.8
3801,-44.4,20.9,11.8
3901,-44.100002,21.0,11.6
4001,-44.100002,20.9,11.6
4102,-44.3,21.0,11.5
4201,-44.5,20.800001,11.400001
4301,-44.600002,20.800001,11.2
4401,-44.7,20.7,11.1
4501,-44.7,20.7,11.0
4601,-44.7,20.800001,11.1
4701,-44.7,20.800001,11.400001
4801,-44.7,20.800001,11.5
4901,-44.7,20.7,11.7
5001,-44.600002,20.800001,11.5
5101,-44.5,20.800001,11.6
5202,-44.5,20.7,11.5
5301,-44.4,20.7,11.7
5401,-44.3,20.7,11.8
5501,-44.2,20.800001,12.1
5602,-44.3,20.800001,12.0
5701,-44.5,20.7,11.900001
5802,-44.600002,20.800001,11.400001
5901,-44.600002,20.800001,11.2
6001,-44.5,20.9,11.2
6101,-44.4,20.800001,11.3
6201,-44.5,20.7,11.5
6301,-44.4,20.7,11.400001
6403,-44.4,20.800001,11.400001
6501,-44.3,20.800001,11.400001
6602,-44.3,20.800001,11.5
6701,-44.3,20.800001,11.7
6801,-44.4,20.800001,11.5
7061,-44.4,20.7,11.400001
7061,-44.4,20.7,11.400001
7102,-43.9,20.6,11.6
7201,-43.9,20.6,11.8
7301,-44.2,20.6,11.400001
7401,-44.4,20.7,11.400001
7501,-44.3,20.800001,11.400001
7602,-44.3,20.7,11.5
7701,-44.3,20.7,11.5
