Milliseconds,X,Y,Z
1,8.595447,1.0151725,4.309695
12,8.607418,1.0175668,4.206741
21,8.607418,1.0175668,4.206741
31,8.55235,1.0462981,4.2043467
42,8.578687,1.0223553,4.2737803
51,8.583475,1.0055954,4.271386
61,8.60263,1.0199611,4.2235007
71,8.60263,1.0127783,4.209135
82,8.573898,1.0271438,4.209135
91,8.56911,1.0534809,4.2594147
101,8.573898,1.0127783,4.2905407
111,8.5882635,1.0151725,4.2594147
121,8.58587,1.0151725,4.225895
132,8.573898,1.0079896,4.225895
141,8.583475,1.0199611,4.2378664
151,8.547561,1.0534809,4.2618093
161,8.55235,1.0271438,4.288146
172,8.56911,1.0223553,4.268992
181,8.5882635,1.0175668,4.2187123
191,8.571504,1.0199611,4.2211065
201,8.593052,1.0271438,4.245049
211,8.559532,1.0462981,4.2737803
222,8.58587,1.0247496,4.278569
231,8.573898,1.0439038,4.252232
244,8.566715,1.0582695,4.2378664
251,8.561927,1.0654523,4.242655
261,8.554744,1.0223553,4.2378664
272,8.5882635,1.0343267,4.249838
281,8.571504,1.0247496,4.271386
291,8.564321,1.0295382,4.268992
301,8.559532,1.0534809,4.2570205
311,8.566715,1.0486923,4.2474437
322,8.576292,1.0271438,4.230684
331,8.557138,1.0319325,4.268992
341,8.578687,1.0415095,4.252232
351,8.597841,1.0295382,4.2618093
362,8.5882635,1.0319325,4.2474437
371,8.566715,1.0319325,4.2642035
381,8.56911,1.0271438,4.245049
392,8.561927,1.0223553,4.2378664
401,8.578687,1.0295382,4.249838
411,8.593052,1.0151725,4.249838
424,8.583475,1.0127783,4.2642035
431,8.583475,1.0247496,4.2211065
442,8.573898,1.0223553,4.225895
451,8.564321,1.0223553,4.228289
461,8.571504,1.0271438,4.252232
471,8.56911,1.0271438,4.2570205
482,8.561927,1.0439038,4.2737803
491,8.576292,1.0223553,4.2474437
501,8.566715,1.0343267,4.245049
511,8.509253,0.99362403,4.233078
522,8.523619,1.0510867,4.278569
531,8.566715,1.0127783,4.2594147
541,8.540379,1.0702409,4.2642035
551,8.576292,1.0319325,4.271386
561,8.609812,1.0127783,4.233078
572,8.595447,1.0199611,4.233078
581,8.564321,1.0391153,4.2546263
591,8.581081,1.0295382,4.252232
602,8.578687,1.036721,4.242655
611,8.573898,1.0223553,4.2618093
622,8.5882635,1.0247496,4.2402606
631,8.557138,1.0462981,4.252232
641,8.55235,1.0462981,4.242655
652,8.554744,1.0415095,4.2642035
661,8.581081,1.0223553,4.271386
671,8.583475,1.0462981,4.2618093
681,8.559532,1.0247496,4.252232
691,8.55235,1.0391153,4.245049
701,8.559532,1.0439038,4.2618093
711,8.571504,1.0079896,4.271386
722,8.559532,1.0415095,4.2594147
731,8.5882635,1.0247496,4.242655
741,8.559532,1.0319325,4.249838
751,8.583475,1.036721,4.2378664
761,8.581081,1.0295382,4.2402606
772,8.5882635,1.0295382,4.2474437
782,8.566715,1.0319325,4.2594147
791,8.566715,1.0343267,4.2570205
801,8.559532,1.0510867,4.242655
811,8.56911,1.0295382,4.230684
822,8.578687,1.0151725,4.2474437
831,8.581081,1.0175668,4.2618093
841,8.561927,1.0247496,4.2594147
851,8.578687,1.0295382,4.2546263
861,8.566715,1.0415095,4.249838
872,8.566715,1.0295382,4.245049
881,8.56911,1.0247496,4.276175
891,8.549955,1.0439038,4.2546263
901,8.559532,1.0295382,4.2642035
912,8.55235,1.0415095,4.233078
921,8.549955,1.036721,4.2665977
931,8.566715,1.0319325,4.2618093
941,8.561927,1.0391153,4.2594147
951,8.581081,1.0391153,4.245049
961,8.56911,1.0486923,4.249838
972,8.576292,1.0534809,4.2665977
981,8.576292,1.0247496,4.245049
991,8.559532,1.0486923,4.2570205
1001,8.561927,1.0391153,4.271386
1011,8.564321,1.0223553,4.2474437
1022,8.559532,1.0319325,4.2546263
1031,8.564321,1.0199611,4.249838
1041,8.56911,1.0319325,4.228289
1051,8.58587,1.0295382,4.233078
1062,8.583475,1.0175668,4.2378664
1071,8.583475,1.0271438,4.242655
1081,8.576292,1.0486923,4.2570205
1091,8.58587,1.0127783,4.2378664
1101,8.576292,1.0343267,4.2402606
1111,8.561927,1.0319325,4.249838
1121,8.578687,1.0271438,4.245049
1131,8.571504,1.0486923,4.242655
1141,8.571504,1.0462981,4.249838
1151,8.557138,1.0295382,4.2594147
1162,8.573898,1.0415095,4.2378664
1171,8.559532,1.0415095,4.252232
1181,8.559532,1.0391153,4.2642035
1191,8.561927,1.0295382,4.2570205
1201,8.564321,1.0391153,4.252232
1211,8.561927,1.0343267,4.2546263
1221,8.557138,1.0247496,4.2642035
1232,8.55235,1.0439038,4.2594147
1241,8.578687,1.0295382,4.2474437
1251,8.55235,1.0486923,4.2570205
1262,8.561927,1.0486923,4.2594147
1271,8.566715,1.0343267,4.2665977
1281,8.55235,1.036721,4.2570205
1292,8.58587,1.0439038,4.230684
1301,8.561927,1.0343267,4.2474437
1311,8.559532,1.0439038,4.2618093
1321,8.58587,1.036721,4.249838
1331,8.571504,1.0439038,4.2474437
1341,8.561927,1.0486923,4.2570205
1352,8.573898,1.036721,4.2546263
1361,8.581081,1.0343267,4.2378664
1371,8.566715,1.0462981,4.242655
1382,8.561927,1.0462981,4.2474437
1391,8.564321,1.0391153,4.2570205
1401,8.566715,1.0343267,4.242655
1411,8.554744,1.0295382,4.2618093
1422,8.564321,1.0223553,4.252232
1431,8.571504,1.0391153,4.2546263
1441,8.56911,1.0223553,4.2474437
1451,8.571504,1.0247496,4.235472
1461,8.573898,1.0462981,4.252232
1472,8.576292,1.0415095,4.235472
1481,8.571504,1.0462981,4.252232
1491,8.561927,1.0247496,4.2665977
1501,8.561927,1.0510867,4.2594147
1511,8.561927,1.0462981,4.2642035
1521,8.571504,1.0391153,4.2378664
1532,8.573898,1.0391153,4.235472
1541,8.590658,1.0558752,4.2402606
1551,8.564321,1.0391153,4.2474437
1561,8.576292,1.0343267,4.252232
1571,8.559532,1.0319325,4.249838
1582,8.564321,1.0510867,4.2546263
1591,8.56911,1.036721,4.2546263
1601,8.561927,1.0319325,4.2618093
1611,8.56911,1.036721,4.235472
1621,8.566715,1.0295382,4.2474437
1632,8.564321,1.0319325,4.245049
1641,8.547561,1.0439038,4.249838
1651,8.559532,1.0295382,4.2546263
1661,8.571504,1.0319325,4.2546263
1672,8.566715,1.0271438,4.2402606
1681,8.581081,1.0271438,4.2402606
1691,8.559532,1.036721,4.2139235
1701,8.58587,1.0247496,4.182798
1711,8.590658,1.010384,4.230684
1722,8.571504,1.0271438,4.230684
1731,8.573898,1.0271438,4.2546263
1741,8.554744,1.0199611,4.276175
1751,8.578687,1.0295382,4.249838
1762,8.578687,1.0127783,4.2043467
1771,8.581081,1.0175668,4.1971636
1781,8.557138,1.036721,4.2546263
1791,8.58587,1.0247496,4.2618093
1801,8.56911,1.0199611,4.271386
1812,8.56911,1.0319325,4.235472
1821,8.566715,1.036721,4.2474437
1831,8.597841,1.010384,4.2187123
1841,8.5882635,1.0223553,4.235472
1851,8.600235,1.0151725,4.2618093
1862,8.573898,1.0295382,4.2594147
1871,8.583475,1.0271438,4.249838
1881,8.576292,1.0343267,4.233078
1891,8.590658,1.0175668,4.233078
1902,8.573898,1.0439038,4.249838
1911,8.573898,1.0439038,4.249838
1921,8.573898,1.0439038,4.249838
1932,8.5882635,1.0199611,4.2378664
1941,8.5882635,1.0199611,4.2378664
1953,8.576292,1.036721,4.245049
1962,8.564321,1.0510867,4.2594147
1971,8.566715,1.0343267,4.2642035
1981,8.56911,1.036721,4.228289
1991,8.576292,1.0271438,4.249838
2001,8.573898,1.0486923,4.235472
2012,8.56911,1.0247496,4.2570205
2021,8.559532,1.0486923,4.249838
2031,8.557138,1.0319325,4.268992
2041,8.564321,1.036721,4.2474437
2051,8.564321,1.0271438,4.2642035
2062,8.566715,1.0343267,4.2378664
2071,8.571504,1.0199611,4.2402606
2081,8.593052,1.010384,4.228289
2091,8.593052,1.0127783,4.2378664
