Milliseconds,X,Y,Z
1,-0.14645386,-0.027448297,-0.0061154366
11,-0.13928032,-0.024684906,-0.106740475
21,-0.13928032,-0.024684906,-0.106740475
31,-0.16636658,0.00390923,-0.10097933
41,-0.16636658,0.00390923,-0.10097933
52,-0.15223694,-0.020276785,-0.06510353
61,-0.15223694,-0.020276785,-0.06510353
71,-0.14784431,-0.013934016,-0.11733866
81,-0.14784431,-0.013934016,-0.11733866
91,-0.1809721,0.021003723,-0.08678293
102,-0.16435242,-0.0013636351,-0.059969902
111,-0.15250778,0.0056277514,-0.06444883
121,-0.14826298,-0.0099931955,-0.098982334
131,-0.16038609,-0.022734046,-0.14158058
141,-0.15330887,-0.009220958,-0.09567928
152,-0.18974495,0.02401042,-0.070604324
161,-0.18974495,0.02401042,-0.070604324
171,-0.1775074,0.0071160793,-0.0687294
181,-0.15128899,-0.008903503,-0.12373543
191,-0.15667915,0.0036114454,-0.1130662
202,-0.16370583,-6.853342E-4,-0.094349384
211,-0.17069435,0.0014965534,-0.06595421
221,-0.13725853,-0.011884809,-0.049267292
231,-0.17780685,0.03212726,-0.076141834
241,-0.16092014,0.03721249,-0.07165527
252,-0.18676758,0.024678826,-0.09646654
261,-0.18676758,0.024678826,-0.09646654
271,-0.14832592,-0.0069595575,-0.08040953
282,-0.1652031,0.011193156,-0.060789585
291,-0.16321087,-0.0011888742,-0.06706476
301,-0.17758942,0.027478933,-0.07660627
312,-0.17022324,0.021673918,-0.08630037
322,-0.16041565,0.0016292334,-0.09134865
331,-0.18209362,-8.774996E-4,-0.06415939
341,-0.16022205,0.00419271,-0.07924032
351,-0.14344501,-0.009896874,-0.07693672
361,-0.15527534,0.001180172,-0.07460928
372,-0.17426586,0.0076010227,-0.07475281
381,-0.17426586,0.0076010227,-0.07475281
394,-0.18194103,0.009024978,-0.09325743
401,-0.15807247,-6.097555E-4,-0.08353758
412,-0.1437664,-0.01506865,-0.08337736
421,-0.1437664,-0.01506865,-0.08337736
431,-0.15277863,-0.004081726,-0.113586426
441,-0.15531063,-0.0054308176,-0.10877228
451,-0.15267277,-0.01669383,-0.12380314
462,-0.16436481,3.8468838E-4,-0.08373451
471,-0.1619358,0.014423847,-0.07892275
481,-0.1694746,0.013148785,-0.076079845
492,-0.16932201,3.8468838E-4,-0.076215744
501,-0.16924381,0.008697629,-0.09099388
511,-0.21478939,0.0793004,-0.025959969
521,-0.25007248,0.004794836,0.0015721321
532,-0.16841412,-0.01506114,-0.077782154
541,-0.16841412,-0.01506114,-0.077782154
551,-0.1732254,0.008968353,-0.0657897
561,-0.14923477,-0.0044341087,-0.07751894
571,-0.13982105,-0.007644415,-0.10389137
582,-0.15149307,0.01069808,-0.09232044
591,-0.15149307,0.01069808,-0.09232044
601,-0.161376,-0.0023921728,-0.08243942
611,-0.18309689,0.0023531914,-0.07489872
622,-0.15217209,-0.005426526,-0.107866764
631,-0.17821693,0.023569107,-0.08938074
641,-0.18300247,0.018110394,-0.09400892
651,-0.18062592,0.012391448,-0.072206974
661,-0.15449047,-0.005510092,-0.06491518
672,-0.15449047,-0.005510092,-0.06491518
681,-0.16626167,-0.003391385,-0.079612255
691,-0.16881466,0.017573118,-0.07972765
701,-0.1762228,0.0181638,-0.07462168
712,-0.15459347,-0.006484747,-0.07221794
721,-0.1594944,0.0018109083,-0.07944155
731,-0.1522541,-0.0062544346,-0.08175993
741,-0.1522541,-0.0062544346,-0.08175993
752,-0.15673828,-0.0048547983,-0.10606384
761,-0.15398788,4.2164326E-4,-0.09675264
771,-0.1561842,-0.0031665564,-0.0878706
781,-0.16869545,0.003890276,-0.077169895
791,-0.16869545,0.003890276,-0.077169895
