Milliseconds,X,Y,Z
2,0.18914771,4.8412237,8.399116
10,0.1987248,4.8316464,8.420665
21,0.1987248,4.8316464,8.420665
30,0.23224466,4.8292522,8.413482
40,0.2466103,4.846012,8.399116
54,0.2466103,4.8555894,8.38475
60,0.24421602,4.8484063,8.394327
70,0.23942748,4.8579836,8.391933
80,0.26097596,4.8579836,8.391933
90,0.27055305,4.8412237,8.413482
100,0.2370332,4.862772,8.387145
110,0.22745611,4.853195,8.391933
120,0.22027329,4.865166,8.379962
130,0.22266756,4.850801,8.40151
141,0.22985038,4.860378,8.408693
150,0.20351335,4.8747435,8.40151
160,0.18914771,4.843618,8.40151
170,0.21309046,4.8412237,8.408693
180,0.21069619,4.826858,8.408693
190,0.19154198,4.8220696,8.425453
200,0.17717634,4.817281,8.413482
210,0.18435916,4.8364353,8.403905
220,0.17478207,4.7957325,8.432636
230,0.17478207,4.80531,8.4230585
240,0.1987248,4.800521,8.432636
250,0.18914771,4.819675,8.415876
260,0.18435916,4.819675,8.420665
270,0.18914771,4.817281,8.411087
280,0.1699935,4.819675,8.411087
290,0.18914771,4.8124924,8.427847
301,0.17717634,4.807704,8.4230585
310,0.16759923,4.8124924,8.425453
320,0.16520496,4.807704,8.413482
330,0.17957062,4.8148866,8.406299
340,0.19393626,4.8124924,8.432636
351,0.19393626,4.8340406,8.406299
360,0.18435916,4.817281,8.439818
370,0.1987248,4.8340406,8.408693
380,0.2083019,4.826858,8.432636
390,0.21069619,4.8316464,8.43503
400,0.1987248,4.8220696,8.408693
410,0.21548474,4.846012,8.389539
420,0.22985038,4.8292522,8.406299
430,0.22745611,4.850801,8.391933
441,0.23463893,4.8412237,8.396722
450,0.24421602,4.8340406,8.406299
460,0.22506183,4.8412237,8.40151
470,0.22266756,4.860378,8.40151
480,0.1987248,4.867561,8.403905
491,0.2083019,4.8364353,8.4230585
501,0.21069619,4.8364353,8.411087
510,0.22985038,4.8412237,8.413482
520,0.20590763,4.867561,8.4230585
530,0.21309046,4.8555894,8.408693
540,0.22027329,4.8388295,8.413482
551,0.2370332,4.8412237,8.387145
560,0.20590763,4.843618,8.40151
570,0.23942748,4.8388295,8.408693
581,0.24421602,4.8579836,8.40151
590,0.26097596,4.8412237,8.413482
601,0.23942748,4.8555894,8.382356
610,0.25139886,4.853195,8.403905
620,0.25379312,4.8579836,8.387145
630,0.24182175,4.850801,8.403905
641,0.25139886,4.8484063,8.396722
650,0.2370332,4.843618,8.408693
660,0.22745611,4.8364353,8.406299
670,0.24421602,4.8484063,8.403905
680,0.2370332,4.8316464,8.411087
690,0.24421602,4.826858,8.406299
701,0.22985038,4.8220696,8.396722
710,0.2561874,4.8292522,8.396722
720,0.26097596,4.8412237,8.406299
731,0.25858167,4.8364353,8.415876
740,0.25858167,4.817281,8.41827
751,0.27055305,4.826858,8.4230585
760,0.28013015,4.8124924,8.425453
770,0.2681588,4.7981267,8.430242
781,0.2681588,4.7981267,8.430242
790,0.2777359,4.8124924,8.4230585
800,0.2777359,4.8124924,8.4230585
810,0.2777359,4.8364353,8.427847
820,0.2561874,4.8484063,8.399116
831,0.2561874,4.8484063,8.399116
841,0.2561874,4.8484063,8.399116
850,0.19633053,4.8148866,8.41827
860,0.19633053,4.8148866,8.41827
870,0.19633053,4.8148866,8.41827
880,0.18675344,4.817281,8.41827
890,0.2083019,4.8316464,8.399116
901,0.2083019,4.8316464,8.399116
910,0.21787901,4.8555894,8.403905
920,0.22266756,4.8579836,8.38475
930,0.23224466,4.8555894,8.420665
942,0.21069619,4.8555894,8.403905
951,0.21787901,4.860378,8.403905
960,0.18675344,4.8723493,8.399116
970,0.17478207,4.8819265,8.389539
980,0.15562786,4.879532,8.391933
991,0.15562786,4.8819265,8.391933
1000,0.14844504,4.865166,8.408693
1010,0.16041641,4.862772,8.403905
1020,0.14126222,4.853195,8.40151
1031,0.15083931,4.843618,8.408693
1040,0.15802214,4.846012,8.411087
1050,0.18914771,4.8388295,8.413482
1060,0.17717634,4.810098,8.408693
1071,0.19154198,4.8220696,8.415876
1080,0.18675344,4.817281,8.413482
1090,0.17717634,4.80531,8.43503
1100,0.18675344,4.7957325,8.430242
1110,0.19633053,4.7981267,8.432636
