Milliseconds,X,Y,Z
3,0.21081571,4.900947,8.491563
101,0.20732875,4.9023285,8.490851
200,0.21075317,4.902169,8.490858
300,0.20647505,4.8945565,8.495353
400,0.20647477,4.888415,8.49889
500,0.20765549,4.891806,8.49691
602,0.21273528,4.888593,8.498632
701,0.21677476,4.886457,8.499759
800,0.21699543,4.8864617,8.49975
900,0.21686815,4.8860145,8.50001
1000,0.21118864,4.8893285,8.498247
1100,0.21006767,4.8904977,8.497602
1201,0.20947877,4.889559,8.498158
1300,0.21191257,4.886233,8.500011
1400,0.21713527,4.8857484,8.500157
1500,0.21942309,4.88725,8.499235
1602,0.21958646,4.884166,8.501003
1701,0.21979383,4.8865137,8.499649
1800,0.21592546,4.884464,8.500926
1900,0.21471754,4.882396,8.502145
2000,0.21002442,4.8823786,8.50227
2101,0.21187122,4.880814,8.503123
2201,0.21312384,4.878943,8.504166
2300,0.21712051,4.8778453,8.504693
2400,0.21866876,4.8785353,8.504257
2500,0.21986338,4.8818755,8.502311
2600,0.21667978,4.8843007,8.501
2700,0.21635816,4.8872128,8.499333
2801,0.21757805,4.8899326,8.497739
2900,0.21357115,4.8906884,8.497405
3000,0.21575654,4.892108,8.496534
3100,0.22356501,4.8919544,8.49642
3200,0.22826646,4.894211,8.494995
3300,0.23264761,4.894142,8.494918
3401,0.23438641,4.8975616,8.492896
3500,0.23211935,4.8964925,8.493575
3600,0.23102322,4.89534,8.49427
3700,0.22949046,4.8918285,8.496332
3800,0.22529563,4.888404,8.498417
3901,0.2315414,4.889881,8.497399
4000,0.23567557,4.8914733,8.496369
4100,0.23804508,4.889872,8.497225
4200,0.2382314,4.889898,8.497204
4300,0.23654038,4.888469,8.498075
4400,0.23532005,4.8900504,8.497197
4501,0.23198797,4.8870378,8.4990225
4600,0.22849225,4.893343,8.49549
4700,0.22722222,4.898472,8.492566
4800,0.22728856,4.9001546,8.491594
4900,0.22763416,4.9000463,8.491647
5000,0.23563027,4.9004607,8.491192
5100,0.23693916,4.898941,8.49203
5200,0.23473187,4.900858,8.490986
5300,0.23795141,4.9022474,8.490094
5400,0.24011078,4.9019656,8.490196
5500,0.24329351,4.901806,8.490197
5601,0.2384639,4.904582,8.488731
5700,0.23645884,4.907828,8.486912
5800,0.23298371,4.9064493,8.487803
5900,0.23498335,4.9100013,8.485693
6000,0.2369111,4.913021,8.483892
6101,0.24327509,4.9148297,8.482667
6200,0.24597383,4.9147825,8.482614
6300,0.24992388,4.9120417,8.484088
6400,0.24899712,4.908651,8.486075
6500,0.24849428,4.907198,8.486931
6601,0.24776495,4.9067616,8.4872055
6700,0.2483163,4.908352,8.486268
6800,0.24744186,4.9108224,8.484865
6900,0.24398017,4.9146285,8.482763
7000,0.23622487,4.91495,8.482793
7100,0.23246187,4.9122596,8.484456
7201,0.23531741,4.9104643,8.485418
7300,0.23379882,4.9094625,8.486041
7400,0.23733957,4.906848,8.4874525
7500,0.23503421,4.9062753,8.487847
7600,0.23951384,4.905689,8.488062
7701,0.23729558,4.903798,8.489216
7800,0.23755525,4.9040365,8.489073
7900,0.23381534,4.906915,8.487513
8000,0.23225261,4.9089866,8.486357
8100,0.22756694,4.908688,8.486656
8201,0.23048618,4.9104605,8.485553
8300,0.2320172,4.909384,8.486134
8400,0.2363019,4.906055,8.48794
8500,0.23449191,4.9059157,8.4880705
8600,0.23571986,4.906597,8.487641
8700,0.23869288,4.904497,8.488772
8800,0.24172977,4.9031277,8.489477
8901,0.24345088,4.896419,8.4933
9000,0.23800738,4.8989034,8.492022
9100,0.23674671,4.9007535,8.49099
9201,0.23394379,4.900144,8.491419
9300,0.23530893,4.900952,8.490915
9400,0.23774683,4.9019036,8.490297
9500,0.23554596,4.900715,8.491046
9601,0.24017625,4.90234,8.489977
9700,0.23889,4.8995156,8.491643
9800,0.23683716,4.8989553,8.492026
9900,0.23745413,4.90209,8.490198
10000,0.23904228,4.894148,8.494736
10100,0.23710911,4.8993096,8.491812
10201,0.23980625,4.9009595,8.490785
10300,0.24310003,4.9056168,8.488002
10400,0.24805722,4.9070687,8.487018
10500,0.2516263,4.908215,8.486252
10600,0.24948564,4.909535,8.485551
10701,0.24842751,4.910875,8.484808
10800,0.24494302,4.9144673,8.482828
10900,0.24428383,4.916243,8.481818
11000,0.24309228,4.915943,8.482025
11100,0.24326691,4.917051,8.481379
