2018-05-07 21:53:59.004 	fff0	fff6	0
2018-05-07 21:53:59.006 	fff0	fff5	0
2018-05-07 21:53:59.408 	fff0	fff4	2511
2018-05-07 21:53:59.454 	fff0	fff5	0
2018-05-07 21:53:59.589 	fff0	fff6	0
2018-05-07 21:53:59.903 	fff0	fff5	0
2018-05-07 21:53:59.993 	fff0	fff4	2505
2018-05-07 21:54:00.219 	fff0	fff6	0
2018-05-07 21:54:00.308 	fff0	fff5	0
2018-05-07 21:54:00.578 	fff0	fff4	2505
2018-05-07 21:54:00.758 	fff0	fff5	0
2018-05-07 21:54:00.803 	fff0	fff6	0
2018-05-07 21:54:01.208 	fff0	fff4	2502
2018-05-07 21:54:01.210 	fff0	fff5	0
2018-05-07 21:54:01.388 	fff0	fff6	0
2018-05-07 21:54:01.613 	fff0	fff5	0
2018-05-07 21:54:01.794 	fff0	fff4	2503
2018-05-07 21:54:02.019 	fff0	fff6	0
2018-05-07 21:54:02.063 	fff0	fff5	0
2018-05-07 21:54:02.379 	fff0	fff4	2505
2018-05-07 21:54:02.514 	fff0	fff5	0
2018-05-07 21:54:02.604 	fff0	fff6	0
2018-05-07 21:54:02.938 	fff0	fff5	0
2018-05-07 21:54:03.019 	fff0	fff4	2498
2018-05-07 21:54:03.192 	fff0	fff6	0
2018-05-07 21:54:03.373 	fff0	fff5	0
2018-05-07 21:54:03.608 	fff0	fff4	2505
2018-05-07 21:54:03.831 	fff0	fff6	0
2018-05-07 21:54:03.843 	fff0	fff5	0
2018-05-07 21:54:04.191 	fff0	fff4	2520
2018-05-07 21:54:04.279 	fff0	fff5	0
2018-05-07 21:54:04.414 	fff0	fff6	0
2018-05-07 21:54:04.684 	fff0	fff5	0
2018-05-07 21:54:04.819 	fff0	fff4	2516
2018-05-07 21:54:05.000 	fff0	fff6	0
2018-05-07 21:54:05.134 	fff0	fff5	0
2018-05-07 21:54:05.404 	fff0	fff4	2502
2018-05-07 21:54:05.584 	fff0	fff5	0
2018-05-07 21:54:05.598 	fff0	fff6	0
2018-05-07 21:54:06.038 	fff0	fff5	0
2018-05-07 21:54:06.102 	fff0	fff4	2503
2018-05-07 21:54:06.213 	fff0	fff6	0
2018-05-07 21:54:06.517 	fff0	fff5	0
2018-05-07 21:54:06.616 	fff0	fff4	2513
2018-05-07 21:54:06.802 	fff0	fff6	0
2018-05-07 21:54:06.838 	fff0	fff5	0
2018-05-07 21:54:07.204 	fff0	fff4	2507
2018-05-07 21:54:07.294 	fff0	fff5	0
2018-05-07 21:54:07.391 	fff0	fff6	0
2018-05-07 21:54:07.737 	fff0	fff5	0
2018-05-07 21:54:07.788 	fff0	fff4	2497
2018-05-07 21:54:08.019 	fff0	fff6	0
2018-05-07 21:54:08.150 	fff0	fff5	0
2018-05-07 21:54:08.419 	fff0	fff4	2502
2018-05-07 21:54:08.602 	fff0	fff5	0
2018-05-07 21:54:08.616 	fff0	fff6	0
2018-05-07 21:54:08.997 	fff0	fff4	2501
2018-05-07 21:54:09.041 	fff0	fff5	0
2018-05-07 21:54:09.183 	fff0	fff6	0
2018-05-07 21:54:09.454 	fff0	fff5	0
2018-05-07 21:54:09.589 	fff0	fff4	2503
2018-05-07 21:54:09.814 	fff0	fff6	0
2018-05-07 21:54:09.904 	fff0	fff5	0
2018-05-07 21:54:10.219 	fff0	fff4	2502
2018-05-07 21:54:10.354 	fff0	fff5	0
2018-05-07 21:54:10.400 	fff0	fff6	0
2018-05-07 21:54:10.760 	fff0	fff5	0
2018-05-07 21:54:10.804 	fff0	fff4	2513
2018-05-07 21:54:11.383 	fff0	fff4	2497
2018-05-07 21:54:11.614 	fff0	fff6	0
2018-05-07 21:54:11.660 	fff0	fff5	0
2018-05-07 21:54:12.021 	fff0	fff4	2501
2018-05-07 21:54:12.059 	fff0	fff5	0
2018-05-07 21:54:12.199 	fff0	fff6	0
2018-05-07 21:54:12.507 	fff0	fff5	0
2018-05-07 21:54:12.607 	fff0	fff4	2502
2018-05-07 21:54:13.189 	fff0	fff4	2502
2018-05-07 21:54:13.370 	fff0	fff5	0
2018-05-07 21:54:13.414 	fff0	fff6	0
2018-05-07 21:54:13.819 	fff0	fff4	2507
2018-05-07 21:54:13.833 	fff0	fff5	0
2018-05-07 21:54:14.000 	fff0	fff6	0
