Milliseconds,X,Y,Z,cos,headingAccuracy
18820,0.244855,0.044668,0.227094,0.941529,246.0
18921,0.241533,0.048036,0.190854,0.950225,246.0
19020,0.235224,0.026194,0.196066,0.951599,246.0
19121,0.250758,0.012482,0.197014,0.947707,246.0
19220,0.249956,0.010199,0.195271,0.948307,246.0
19320,0.282065,0.020454,0.147476,0.947771,246.0
19421,0.300206,0.019697,0.111648,0.947113,246.0
19520,0.304671,0.017644,0.110578,0.945852,246.0
19621,0.33437,0.025065,0.109383,0.935736,246.0
19720,0.292471,0.066478,0.128757,0.945231,246.0
19821,0.260533,0.073232,0.126089,0.95439,246.0
19920,0.249026,0.098218,0.127916,0.954974,246.0
20021,0.229893,0.153138,0.122988,0.95319,246.0
20120,0.228509,0.150225,0.105244,0.956106,246.0
20220,0.277289,0.068438,0.067821,0.955942,246.0
20321,0.29758,0.015635,0.056452,0.952897,246.0
20420,0.290544,0.025084,0.068365,0.954086,246.0
20520,0.281601,0.035267,0.074839,0.955958,246.0
20621,0.273937,0.038581,0.07408,0.958113,246.0
20720,0.274808,0.038792,0.074008,0.957861,246.0
20820,0.274808,0.038792,0.074008,0.957861,246.0
