Milliseconds,Degrees
0,0.0
100,0.0
201,0.0
300,0.0
400,0.0
500,0.0
600,0.0
700,0.0
800,0.0
900,0.0
1001,0.0
1100,0.0
1200,0.0
1300,0.0
1400,0.0
1500,0.0
1600,0.0
1700,0.0
1800,0.0
1901,0.0
2000,0.0
2100,0.0
2200,0.0
2300,0.0
2400,0.0
2500,0.0
2600,0.0
2701,0.0
2800,0.0
2900,0.0
3000,0.0
3100,0.0
3200,0.0
3300,0.0
3400,0.0
3500,0.0
3601,0.0
3700,0.0
3801,0.0
3900,0.0
4000,0.0
4101,0.0
4200,0.0
4300,0.0
4401,0.0
4500,0.0
4600,0.0
4701,0.0
4800,0.0
4900,0.0
5001,0.0
5100,0.0
5200,0.0
5301,0.0
5400,0.0
5500,0.0
5600,0.0
5701,0.0
5800,0.0
5900,0.0
6001,0.0
6100,0.0
6200,0.0
6301,0.0
6400,0.0
6501,0.0
6600,0.0
6700,0.0
6800,0.0
6901,0.0
7000,0.0
7100,0.0
7200,0.0
7301,0.0
7400,0.0
7501,0.0
7600,0.0
7700,0.0
7800,0.0
7901,0.0
8000,0.0
8100,0.0
8200,0.0
8301,0.0
8400,0.0
8500,0.0
8600,0.0
8701,0.0
8800,0.0
8900,0.0
9000,0.0
9100,0.0
9201,0.0
9300,0.0
9400,0.0
9500,0.0
9600,0.0
9701,0.0
9800,0.0
9900,0.0
10000,0.0
10100,0.0
10200,0.0
10300,0.0
10401,0.0
10500,0.0
10601,0.0
10700,0.0
10801,0.0
10900,0.0
11000,0.0
11101,0.0
11200,0.0
11300,0.0
11401,0.0
11500,0.0
11600,0.0
11701,0.0
11800,0.0
11901,0.0
12000,0.0
12101,0.0
12200,0.0
12301,0.0
12400,0.0
12500,0.0
12601,0.0
12700,0.0
12800,0.0
12900,0.0
13000,0.0
13101,0.0
13200,0.0
13300,0.0
13400,0.0
13501,0.0
13600,0.0
13701,0.0
13800,0.0
13901,0.0
14000,0.0
14101,0.0
14200,0.0
14301,0.0
14400,0.0
14501,0.0
14600,0.0
14700,0.0
14801,0.0
14900,0.0
15000,0.0
15101,0.0
15200,0.0
15301,0.0
15400,0.0
15501,0.0
15600,0.0
15701,0.0
15800,0.0
15900,0.0
16001,0.0
16100,0.0
16200,0.0
16301,0.0
16400,0.0
16501,0.0
16600,0.0
16700,0.0
16801,0.0
16900,0.0
17000,0.0
17101,0.0
17200,0.0
17300,0.0
17401,0.0
17500,0.0
17600,0.0
17700,0.0
17801,0.0
17900,0.0
18000,0.0
18101,0.0
18200,0.0
18300,0.0
18400,0.0
18501,0.0
18600,0.0
18700,0.0
18801,0.0
18900,0.0
19000,0.0
19100,0.0
19201,0.0
19300,0.0
19400,0.0
19501,0.0
19600,0.0
19700,0.0
19800,0.0
19900,0.0
20000,0.0
20100,0.0
20200,0.0
20301,0.0
20400,0.0
20500,0.0
20601,0.0
20700,0.0
20800,0.0
