Milliseconds,X,Y,Z
1,0.004886922,-0.0012217305,-0.013439035
10,0.004886922,-0.0012217305,-0.013439035
20,0.004886922,-0.0012217305,-0.013439035
30,0.0036651916,-0.002443461,0.002443461
41,0.019547688,-0.0036651916,0.0061086523
50,-0.0061086523,-0.0036651916,-0.002443461
60,0.004886922,-0.0036651916,-0.008552114
70,0.007330383,0.0012217305,-0.004886922
80,0.029321533,0.004886922,0.002443461
90,0.021991149,-0.0012217305,-0.018325957
101,-0.017104227,0.004886922,-0.014660766
110,0.002443461,-0.0012217305,0.007330383
120,0.013439035,-0.004886922,-0.0012217305
130,0.008552114,-0.004886922,0.0061086523
140,0.0012217305,-0.0012217305,0.004886922
150,0.008552114,0.007330383,-0.0036651916
161,0.004886922,-0.009773844,-0.0012217305
170,0.02443461,0.009773844,0.007330383
180,-0.009773844,0.009773844,0.004886922
190,0.0012217305,0.004886922,-0.0036651916
200,-0.0012217305,-0.013439035,-0.002443461
210,0.0,-0.004886922,0.0012217305
220,0.007330383,0.008552114,0.0012217305
231,-0.019547688,-0.007330383,0.007330383
240,0.008552114,0.002443461,0.002443461
250,0.004886922,0.0061086523,-0.0012217305
260,-0.009773844,-0.0012217305,0.010995574
270,0.010995574,-0.007330383,0.0061086523
280,-0.004886922,-0.012217305,0.0061086523
290,0.004886922,0.002443461,0.0036651916
301,0.013439035,0.004886922,-0.0012217305
310,-0.007330383,-0.0036651916,-0.0012217305
320,-0.004886922,-0.002443461,-0.008552114
330,-0.0061086523,-0.004886922,-0.0012217305
340,0.0061086523,-0.004886922,0.0
350,0.012217305,0.0,0.009773844
360,-0.0012217305,0.002443461,-0.010995574
371,0.0036651916,0.0012217305,-0.0036651916
380,0.013439035,0.0036651916,0.008552114
390,-0.0061086523,0.0,0.010995574
400,-0.008552114,-0.010995574,-0.007330383
410,-0.02321288,-0.004886922,0.002443461
420,0.008552114,0.007330383,0.0061086523
430,0.0012217305,0.007330383,-0.004886922
440,0.013439035,0.0,-0.002443461
450,-0.0061086523,-0.0012217305,-0.008552114
460,-0.021991149,0.0,-0.007330383
470,-0.0061086523,-0.012217305,0.0036651916
480,0.0036651916,-0.010995574,0.0036651916
490,-0.018325957,-0.008552114,0.010995574
500,0.02565634,0.0061086523,0.018325957
510,-0.02321288,0.0012217305,-0.008552114
521,-0.0036651916,0.0,-0.02565634
530,-0.009773844,-0.0061086523,-0.010995574
540,-0.019547688,-0.008552114,0.015882496
550,-0.009773844,-0.007330383,-0.007330383
560,-0.007330383,0.004886922,-0.008552114
570,-0.009773844,-0.02076942,-0.019547688
580,0.0061086523,0.008552114,-0.0061086523
591,0.0061086523,0.008552114,0.008552114
600,-0.018325957,0.009773844,0.007330383
610,-0.02443461,-0.012217305,-0.008552114
620,-0.002443461,0.0036651916,-0.004886922
630,0.008552114,0.0036651916,0.010995574
640,-0.002443461,-0.017104227,0.018325957
650,-0.017104227,-0.0036651916,-0.004886922
661,-0.0012217305,-0.009773844,-0.0036651916
670,0.021991149,0.0036651916,-0.012217305
680,0.013439035,0.0061086523,0.008552114
690,-0.002443461,-0.0036651916,0.0
700,-0.019547688,0.0036651916,-0.0061086523
710,0.0,-0.009773844,-0.012217305
720,-0.013439035,-0.007330383,-0.002443461
730,0.009773844,0.0061086523,0.017104227
740,-0.0036651916,-0.008552114,0.015882496
751,0.010995574,0.012217305,-0.017104227
760,0.0061086523,-0.0012217305,0.0012217305
770,-0.014660766,-0.010995574,0.010995574
780,-0.010995574,0.004886922,0.014660766
790,0.015882496,0.002443461,-0.010995574
800,-0.004886922,0.0012217305,-0.012217305
