Milliseconds,Illuminance
1,1251.0
101,1251.0
202,1251.0
301,1251.0
401,1250.0
501,1250.0
601,1250.0
702,1249.0
801,1249.0
901,1249.0
1002,1249.0
1101,1251.0
1201,1251.0
1301,1251.0
1403,1251.0
1501,1251.0
1601,1249.0
1701,1249.0
1801,1249.0
1902,1249.0
2001,1246.0
2101,1246.0
2201,1257.0
2301,1249.0
2402,1249.0
2501,1251.0
2601,1251.0
2701,1251.0
2801,1251.0
2902,1260.0
3001,1260.0
3102,1251.0
3201,1251.0
3301,1251.0
3401,1255.0
3501,1255.0
3601,1261.0
3702,1261.0
3801,1253.0
3903,1253.0
4001,1251.0
4101,1257.0
4201,1257.0
4301,1249.0
4402,1249.0
4501,1249.0
4601,1249.0
4701,1249.0
4801,1249.0
4902,1249.0
5002,1249.0
5101,1248.0
5201,1233.0
5305,1233.0
5401,1233.0
5501,1233.0
5601,1235.0
5701,1235.0
5802,1206.0
5901,1206.0
6002,1223.0
6101,1206.0
6203,1206.0
6303,1208.0
6401,1208.0
6501,1214.0
6601,1214.0
6702,1212.0
6801,1212.0
6901,1215.0
7001,1204.0
7102,1204.0
7201,1214.0
7302,1214.0
7401,1221.0
7502,1221.0
7601,1204.0
7701,1204.0
7801,1188.0
7901,1212.0
8002,1212.0
8101,1212.0
8201,1212.0
8322,1205.0
8402,1205.0
8501,1206.0
8601,1206.0
8702,1204.0
8801,1221.0
8902,1221.0
9002,1221.0
9101,1221.0
9202,1221.0
9301,1221.0
9401,1226.0
9502,1226.0
9601,1242.0
9701,1256.0
9801,1256.0
9902,1278.0
10001,1278.0
10101,1276.0
10201,1276.0
10302,1285.0
10405,1285.0
10501,1285.0
10601,1282.0
10701,1282.0
10802,1276.0
10902,1276.0
11002,1276.0
11101,1276.0
11201,1276.0
11302,1276.0
11401,1276.0
11502,1276.0
11603,1276.0
11701,1276.0
11803,1276.0
11903,1276.0
12004,1276.0
12101,1276.0
12201,1276.0
12301,1276.0
12401,1276.0
12502,1276.0
12601,1276.0
12701,1276.0
12803,1276.0
12901,1276.0
13002,1276.0
13102,1276.0
13201,1278.0
13301,1278.0
13401,1278.0
13501,1278.0
13601,1278.0
13701,1284.0
13802,1284.0
13901,1274.0
14005,1274.0
14101,1276.0
14201,1284.0
14301,1284.0
14402,1276.0
14501,1276.0
14601,1278.0
14701,1278.0
14801,1278.0
14904,1278.0
15001,1280.0
15101,1280.0
15201,1280.0
15301,1280.0
15401,1280.0
15501,1289.0
15602,1289.0
15701,1289.0
15801,1289.0
15902,1287.0
16001,1280.0
16101,1280.0
16201,1280.0
16301,1280.0
16402,1271.0
16501,1271.0
16601,1278.0
16701,1278.0
16801,1280.0
16902,1278.0
17001,1278.0
17101,1278.0
17201,1278.0
17302,1278.0
17402,1278.0
17501,1276.0
17601,1276.0
17701,1276.0
17801,1274.0
17903,1274.0
18001,1276.0
18101,1276.0
18202,1285.0
18301,1285.0
18402,1285.0
18502,1285.0
18601,1278.0
18701,1278.0
18802,1278.0
18901,1274.0
19001,1274.0
19101,1267.0
19201,1267.0
19301,1276.0
19401,1276.0
19501,1276.0
19602,1269.0
19701,1269.0
19801,1271.0
19902,1271.0
20001,1271.0
20101,1271.0
20202,1271.0
20301,1271.0
20401,1271.0
20501,1271.0
20602,1271.0
20701,1260.0
20801,1260.0
20903,1257.0
21002,1257.0
21101,1237.0
21202,1237.0
21301,1201.0
21402,1181.0
21501,1181.0
21601,1138.0
21702,1138.0
21801,1080.0
21901,1080.0
22001,1028.0
22102,1028.0
22201,1021.0
22301,1052.0
22402,1052.0
22501,1075.0
22601,1075.0
22701,1120.0
22802,1120.0
22901,1156.0
23003,1156.0
23101,1180.0
23201,1205.0
23302,1205.0
23402,1210.0
23501,1210.0
23601,1212.0
23701,1212.0
23801,1217.0
23902,1217.0
24001,1234.0
24101,1225.0
24201,1225.0
24302,1206.0
24403,1206.0
24501,1215.0
24601,1215.0
24703,1221.0
24801,1221.0
24901,1212.0
25003,1217.0
25103,1217.0
25201,1219.0
25301,1219.0
25402,1217.0
25501,1217.0
25602,1215.0
25701,1215.0
25801,1199.0
25901,1199.0
26001,1169.0
26101,1129.0
26202,1129.0
26301,1063.0
26401,1063.0
26502,971.0
26601,971.0
26702,841.0
26801,768.0
26901,768.0
27001,722.0
27102,722.0
27202,766.0
27301,766.0
27401,820.0
27501,820.0
27601,928.0
27701,1050.0
27802,1050.0
27901,1088.0
28001,1088.0
28101,1066.0
28201,1066.0
28302,1095.0
28401,1095.0
28501,1175.0
28601,1278.0
28702,1278.0
28801,1262.0
28901,1262.0
29001,1258.0
29101,1258.0
29202,1269.0
29301,1269.0
29401,1276.0
29505,1282.0
29601,1282.0
29701,1277.0
29802,1277.0
29902,1306.0
30001,1306.0
30101,1322.0
30202,1322.0
30301,1358.0
30402,1358.0
30501,1358.0
30602,1338.0
30701,1338.0
30801,1360.0
30901,1360.0
31002,1384.0
31101,1384.0
31202,1433.0
31301,1433.0
31401,1449.0
31501,1499.0
31602,1499.0
31701,1538.0
31803,1538.0
31901,1545.0
32002,1545.0
32101,1547.0
32203,1547.0
32301,1567.0
32402,1578.0
32501,1578.0
32601,1576.0
32702,1576.0
32801,1565.0
32901,1565.0
33001,1571.0
33102,1571.0
33202,1574.0
33301,1572.0
33401,1572.0
33502,1572.0
33601,1572.0
33701,1566.0
33801,1566.0
33902,1562.0
34002,1562.0
34101,1568.0
34201,1568.0
34302,1568.0
34401,1562.0
34501,1562.0
34601,1562.0
34702,1562.0
34801,1554.0
34901,1554.0
35002,1547.0
35101,1559.0
35201,1559.0
35301,1534.0
35401,1534.0
35502,1503.0
35601,1503.0
35701,1451.0
35801,1451.0
35901,1421.0
36001,1406.0
36101,1406.0
36202,1403.0
36301,1403.0
36401,1385.0
36502,1385.0
36601,1365.0
36701,1365.0
36802,1358.0
36902,1364.0
37001,1364.0
37101,1362.0
37201,1362.0
37302,1346.0
37401,1346.0
37501,1339.0
37601,1339.0
37705,1370.0
37801,1393.0
37901,1393.0
38007,1438.0
38101,1438.0
38201,1471.0
38301,1471.0
38401,1505.0
38502,1505.0
38601,1534.0
38701,1550.0
38801,1550.0
38901,1574.0
39002,1574.0
39101,1583.0
39201,1583.0
39301,1582.0
39401,1582.0
39502,1595.0
39601,1599.0
39701,1599.0
39802,1601.0
39901,1601.0
40001,1592.0
40102,1592.0
40201,1588.0
40301,1588.0
40401,1579.0
40502,1579.0
40601,1579.0
40701,1579.0
40801,1579.0
40902,1597.0
41002,1597.0
41101,1592.0
41202,1592.0
41303,1586.0
41403,1581.0
41502,1581.0
41601,1574.0
41701,1574.0
41802,1583.0
41901,1583.0
42001,1585.0
42102,1585.0
42201,1571.0
42301,1563.0
42401,1563.0
42502,1561.0
42601,1561.0
42701,1554.0
42802,1554.0
42901,1541.0
43002,1541.0
43101,1542.0
43202,1554.0
43301,1554.0
43401,1560.0
43501,1560.0
43602,1551.0
43702,1551.0
43801,1543.0
43902,1543.0
44001,1535.0
44101,1517.0
44201,1517.0
44302,1493.0
44401,1493.0
44505,1486.0
44601,1486.0
44702,1517.0
44801,1517.0
44901,1562.0
45002,1586.0
45102,1586.0
45201,1583.0
45301,1583.0
45402,1579.0
45501,1579.0
45601,1579.0
45701,1579.0
45801,1579.0
45901,1579.0
46003,1581.0
46101,1566.0
46201,1566.0
46302,1518.0
46401,1518.0
46501,1448.0
46602,1448.0
46701,1412.0
46801,1419.0
46901,1419.0
47002,1491.0
47102,1491.0
47201,1564.0
47301,1564.0
47402,1568.0
47502,1568.0
47601,1573.0
47701,1575.0
47802,1575.0
47901,1566.0
48001,1566.0
48101,1566.0
48202,1566.0
