Milliseconds,X,Y,Z
0,22.1,-31.7,-52.100002
100,22.1,-31.6,-52.3
201,22.1,-31.6,-52.3
300,22.300001,-31.6,-52.5
400,22.2,-31.6,-52.7
500,22.2,-31.6,-52.5
600,22.1,-31.6,-52.4
700,22.0,-31.7,-52.3
803,22.0,-31.800001,-52.100002
901,22.0,-31.800001,-51.9
1000,22.1,-31.7,-51.8
1100,22.1,-31.7,-52.0
1201,22.2,-31.7,-52.2
1300,22.300001,-31.7,-52.2
1400,22.300001,-31.6,-52.0
1500,22.2,-31.6,-52.0
1600,22.300001,-31.5,-52.100002
1701,22.300001,-31.6,-52.2
1800,22.4,-31.6,-52.100002
1901,22.4,-31.6,-52.0
2000,22.4,-31.5,-51.9
2101,22.300001,-31.5,-52.2
2200,22.300001,-31.5,-52.2
2300,22.300001,-31.6,-52.2
2400,22.4,-31.6,-52.0
2500,22.300001,-31.6,-52.100002
2601,22.4,-31.6,-52.100002
2700,22.300001,-31.7,-52.3
2800,22.4,-31.7,-52.3
2900,22.300001,-31.7,-52.3
3000,22.300001,-31.7,-52.2
3101,22.2,-31.7,-52.2
3200,22.2,-31.6,-52.0
3300,22.2,-31.5,-51.9
3400,22.2,-31.4,-51.8
3500,22.0,-31.300001,-51.9
3601,22.0,-31.5,-52.100002
3700,22.0,-31.800001,-52.0
3800,22.1,-32.100002,-51.9
3901,22.2,-32.2,-51.9
4000,22.2,-32.3,-52.0
4100,22.300001,-32.3,-51.8
4200,22.300001,-32.2,-51.5
4300,22.5,-32.2,-51.3
4400,22.5,-32.2,-51.5
4500,22.5,-32.3,-51.600002
4600,22.5,-32.2,-51.5
4700,22.6,-32.100002,-51.4
4801,22.6,-31.9,-51.3
4900,22.5,-32.0,-51.3
5001,22.4,-32.0,-51.2
5100,22.5,-32.100002,-51.5
5200,22.6,-32.100002,-51.3
5306,22.6,-32.2,-51.5
5401,22.5,-32.3,-51.0
5500,22.300001,-32.3,-51.4
5600,22.2,-32.3,-51.5
5700,22.2,-32.4,-52.100002
5801,22.300001,-32.4,-51.9
5900,22.300001,-32.5,-52.0
6000,22.300001,-32.4,-51.7
6101,22.300001,-32.3,-51.9
6200,22.2,-32.4,-51.7
6301,22.300001,-32.5,-51.8
6400,22.300001,-32.600002,-51.8
6500,22.300001,-32.7,-51.8
6600,22.300001,-32.7,-51.600002
6700,22.2,-32.8,-51.4
6801,22.300001,-32.600002,-51.2
6900,22.2,-32.600002,-51.3
7002,22.1,-32.5,-51.4
7100,21.9,-32.5,-51.600002
7201,21.9,-32.600002,-51.5
7300,21.800001,-32.8,-51.4
7400,21.9,-33.0,-51.3
7501,21.9,-33.2,-51.3
7600,21.9,-33.2,-51.4
7701,21.800001,-33.3,-51.3
7800,21.800001,-33.4,-51.4
7902,21.9,-33.4,-51.4
8001,22.0,-33.5,-51.3
8100,22.1,-33.5,-51.2
8200,22.300001,-33.5,-50.8
8321,22.6,-33.5,-50.8
8402,22.6,-33.5,-50.600002
8500,22.4,-33.5,-50.7
8600,22.300001,-33.600002,-50.9
8700,22.300001,-33.600002,-51.100002
8800,22.300001,-33.7,-51.100002
8900,22.2,-33.7,-50.9
9003,22.2,-33.600002,-50.7
9100,22.300001,-33.5,-50.7
9200,22.2,-33.5,-50.7
9301,22.2,-33.4,-50.8
9401,22.1,-33.5,-50.9
9500,22.2,-33.4,-51.0
9600,22.2,-33.4,-51.0
9700,22.2,-33.4,-50.8
9800,22.300001,-33.5,-50.7
9901,22.2,-33.600002,-50.8
10000,22.2,-33.5,-50.9
10100,22.2,-33.5,-50.9
10200,22.1,-33.5,-50.8
10301,22.1,-33.5,-50.9
10405,21.9,-33.5,-51.100002
10501,22.0,-33.4,-51.2
10600,22.2,-33.4,-51.100002
10702,22.300001,-33.3,-51.0
10801,22.300001,-33.3,-50.8
10900,22.300001,-33.3,-50.8
11000,22.300001,-33.4,-50.9
11101,22.4,-33.4,-50.9
11200,22.300001,-33.4,-51.0
11300,22.300001,-33.3,-51.0
11400,22.4,-33.4,-51.100002
11501,22.4,-33.4,-50.9
11600,22.4,-33.5,-50.9
11700,22.2,-33.5,-50.8
11802,22.300001,-33.4,-51.100002
11900,22.1,-33.3,-51.2
12001,22.0,-33.2,-51.5
12100,21.9,-33.2,-51.5
12201,22.0,-33.3,-51.3
12301,22.2,-33.4,-51.2
12402,22.300001,-33.4,-51.2
12504,22.2,-33.5,-51.100002
12600,22.1,-33.600002,-50.9
12700,22.0,-33.600002,-50.9
12800,22.0,-33.5,-51.100002
12901,22.0,-33.5,-51.4
13000,22.0,-33.4,-51.3
13100,22.1,-33.2,-51.2
13200,22.0,-33.100002,-51.3
13301,22.0,-32.9,-51.5
13400,21.9,-32.7,-51.7
13500,22.1,-32.5,-51.4
13600,22.1,-32.5,-51.5
13700,22.2,-32.5,-51.600002
13801,22.0,-32.5,-51.9
13901,22.1,-32.600002,-51.7
14000,22.1,-32.600002,-51.7
14100,22.2,-32.600002,-51.7
14200,22.2,-32.5,-51.7
14300,22.1,-32.600002,-51.600002
14401,22.1,-32.600002,-51.3
14500,22.1,-32.600002,-51.3
14601,22.300001,-32.600002,-51.2
14700,22.300001,-32.600002,-51.2
14800,22.2,-32.600002,-51.3
14900,22.0,-32.5,-51.600002
15000,21.9,-32.600002,-51.600002
15100,22.1,-32.8,-51.5
15200,22.1,-32.9,-51.4
15300,22.2,-33.0,-51.4
15401,22.0,-33.0,-51.4
15500,22.1,-33.0,-51.2
15600,22.0,-33.0,-51.2
15700,22.1,-33.0,-51.3
15800,22.0,-33.100002,-51.2
15901,22.0,-33.100002,-51.3
16000,21.9,-33.100002,-51.600002
16101,21.9,-33.0,-51.600002
16200,22.0,-33.100002,-51.7
16300,22.1,-33.100002,-51.5
16400,22.1,-33.100002,-51.600002
16500,22.0,-33.100002,-51.4
16601,22.0,-33.100002,-51.4
16700,22.0,-33.100002,-51.2
16800,22.0,-33.0,-51.100002
16900,22.1,-33.0,-51.0
17001,22.2,-33.0,-51.0
17100,22.300001,-33.100002,-51.2
17200,22.300001,-33.2,-51.2
17300,22.2,-33.2,-51.100002
17401,22.300001,-33.3,-51.2
17500,22.300001,-33.2,-51.3
17600,22.4,-33.2,-51.4
17701,22.4,-33.2,-51.3
17800,22.4,-33.100002,-51.100002
17901,22.300001,-33.100002,-51.3
18000,22.300001,-33.100002,-51.100002
18101,22.2,-33.100002,-51.2
18200,22.2,-33.2,-51.2
18300,22.300001,-33.2,-51.4
18401,22.4,-33.3,-51.5
18500,22.300001,-33.3,-51.4
18600,22.300001,-33.3,-51.4
18702,22.2,-33.3,-51.4
18800,22.4,-33.3,-51.3
18900,22.4,-33.3,-51.4
19000,22.5,-33.2,-51.2
19101,22.5,-33.2,-51.100002
19200,22.5,-33.100002,-51.100002
19300,22.300001,-33.2,-51.100002
19401,22.300001,-33.2,-51.2
19501,22.2,-33.3,-51.0
19600,22.2,-33.3,-51.100002
19701,22.1,-33.3,-51.3
19801,22.1,-33.4,-51.600002
19900,22.0,-33.4,-51.4
20001,21.9,-33.4,-51.3
20100,22.0,-33.4,-51.3
20200,22.0,-33.4,-51.4
20301,22.0,-33.3,-51.4
20400,21.800001,-33.4,-51.2
20501,21.9,-33.4,-51.2
20600,22.0,-33.4,-51.2
20701,22.0,-33.3,-51.3
20801,22.0,-33.2,-51.2
20902,21.9,-33.2,-51.2
21001,21.800001,-33.3,-51.2
21101,21.800001,-33.4,-51.3
21200,21.800001,-33.5,-51.3
21301,22.1,-33.600002,-51.100002
21400,22.9,-33.5,-50.5
21500,23.800001,-33.600002,-50.100002
21601,25.0,-33.600002,-49.8
21700,25.9,-33.600002,-49.7
21800,26.7,-33.5,-49.3
21900,27.2,-33.4,-48.7
22001,27.5,-33.4,-48.5
22100,27.4,-33.4,-48.5
22200,27.1,-33.5,-49.0
22300,26.800001,-33.600002,-49.2
22400,26.4,-33.7,-49.5
