Milliseconds,X,Y,Z,cos,headingAccuracy
31900,0.155185,0.229132,0.830425,0.483539,246.0
32001,0.155849,0.225617,0.83247,0.481456,246.0
32100,0.143962,0.22423,0.822579,0.502353,246.0
32202,0.140767,0.223509,0.811035,0.521967,246.0
32300,0.138187,0.22336,0.807433,0.528266,246.0
32401,0.137213,0.222246,0.806579,0.530291,246.0
32500,0.133012,0.226595,0.812564,0.52029,246.0
32600,0.134683,0.226728,0.819843,0.508243,246.0
32700,0.137536,0.224479,0.823645,0.502295,246.0
32801,0.142698,0.219748,0.823967,0.502419,246.0
32900,0.148687,0.217249,0.815052,0.516123,246.0
33000,0.14772,0.217392,0.804403,0.532779,246.0
33101,0.145429,0.216453,0.793546,0.549801,246.0
33201,0.145307,0.215379,0.788061,0.558082,246.0
33300,0.146133,0.214913,0.785436,0.561735,246.0
33400,0.138589,0.217706,0.788001,0.558973,246.0
33501,0.140386,0.222292,0.795649,0.545727,246.0
33600,0.141334,0.223354,0.799441,0.539472,246.0
33700,0.142336,0.223156,0.796114,0.54419,246.0
33800,0.144786,0.223102,0.785429,0.558893,246.0
33901,0.144682,0.223781,0.772176,0.576829,246.0
34001,0.145213,0.223536,0.762888,0.58902,246.0
34100,0.146516,0.224345,0.757733,0.595013,246.0
34200,0.148076,0.229683,0.757099,0.593396,246.0
34300,0.147425,0.242705,0.758774,0.586192,246.0
34401,0.153828,0.23886,0.766348,0.576188,246.0
34500,0.157699,0.235288,0.7711,0.57024,246.0
34600,0.160915,0.233821,0.781196,0.556027,246.0
34700,0.16242,0.231408,0.787179,0.548103,246.0
34801,0.16071,0.229186,0.784507,0.553347,246.0
34900,0.15971,0.210127,0.781582,0.565214,246.0
35000,0.159569,0.207284,0.766612,0.586409,246.0
35100,0.158225,0.206246,0.74702,0.611872,246.0
35201,0.158821,0.203206,0.727055,0.636295,246.0
35300,0.159616,0.202281,0.721876,0.642261,246.0
35400,0.152256,0.20992,0.744809,0.614825,246.0
35500,0.147985,0.209115,0.765007,0.590875,246.0
35600,0.150019,0.206042,0.770154,0.584724,246.0
35701,0.155305,0.206928,0.769786,0.583515,246.0
35803,0.159243,0.208964,0.769036,0.582716,246.0
35901,0.160062,0.207817,0.767153,0.585377,246.0
36000,0.157222,0.209069,0.765461,0.587911,246.0
36101,0.149874,0.218871,0.780263,0.566411,246.0
36200,0.14749,0.220031,0.804719,0.53128,246.0
36300,0.144802,0.216086,0.823081,0.504851,246.0
36401,0.146815,0.211981,0.828786,0.496609,246.0
36500,0.151279,0.212333,0.831824,0.489996,246.0
36600,0.150143,0.213556,0.841223,0.473491,246.0
36700,0.147123,0.215205,0.849422,0.458828,246.0
36801,0.147851,0.216367,0.850055,0.45687,246.0
36901,0.148547,0.217403,0.850319,0.455659,246.0
37000,0.143272,0.218809,0.860508,0.437173,246.0
37100,0.14118,0.219907,0.872784,0.412257,246.0
37200,0.138741,0.222448,0.880078,0.39589,246.0
37301,0.13785,0.224843,0.882937,0.38841,246.0
37400,0.136652,0.226775,0.879677,0.395052,246.0
37501,0.13404,0.230314,0.872119,0.41036,246.0
37600,0.131479,0.23256,0.862684,0.429423,246.0
37700,0.12946,0.236223,0.852974,0.447071,246.0
37802,0.131422,0.243731,0.8435,0.460249,246.0
37901,0.128872,0.244351,0.834892,0.476066,246.0
38000,0.126438,0.240585,0.822811,0.499112,246.0
38101,0.127491,0.238539,0.79941,0.536458,246.0
38200,0.128574,0.24095,0.774133,0.571076,246.0
38300,0.128542,0.238942,0.759833,0.590793,246.0
38400,0.129617,0.235008,0.755818,0.597251,246.0
38501,0.133162,0.232784,0.754263,0.599304,246.0
38600,0.137201,0.230069,0.756068,0.597164,246.0
38700,0.139614,0.228874,0.76564,0.584738,246.0
38800,0.14194,0.226689,0.773315,0.574846,246.0
38900,0.144029,0.227134,0.785517,0.557339,246.0
39000,0.14672,0.224767,0.792927,0.547009,246.0
39101,0.151884,0.223363,0.789237,0.551493,246.0
39200,0.153466,0.222478,0.778653,0.566259,246.0
39300,0.153002,0.220106,0.769403,0.579794,246.0
39400,0.153413,0.220017,0.764093,0.5867,246.0
39501,0.157199,0.220259,0.762295,0.587945,246.0
39600,0.166061,0.216424,0.756699,0.594129,246.0
39700,0.168166,0.215064,0.750421,0.601942,246.0
39801,0.169878,0.214394,0.749023,0.60344,246.0
39900,0.17143,0.217583,0.754899,0.594471,246.0
40000,0.173898,0.216387,0.769097,0.575694,246.0
40101,0.173646,0.215066,0.782741,0.557592,246.0
40200,0.174134,0.214342,0.811427,0.515092,246.0
40300,0.170741,0.214956,0.8327,0.480884,246.0
40401,0.174507,0.226404,0.838504,0.463895,246.0
40500,0.174466,0.241497,0.832324,0.467414,246.0
40600,0.171778,0.261108,0.815707,0.48676,246.0
40701,0.17028,0.258001,0.799626,0.514818,246.0
40800,0.166305,0.259655,0.782945,0.540294,246.0
40901,0.16188,0.248355,0.771119,0.563461,246.0
41001,0.159349,0.24824,0.757213,0.582762,246.0
41100,0.157732,0.241006,0.749237,0.596388,246.0
41201,0.156513,0.234337,0.747825,0.601121,246.0
41302,0.158975,0.232204,0.74805,0.601022,246.0
41402,0.16402,0.235695,0.749732,0.596192,246.0
41501,0.167442,0.234417,0.75995,0.582655,246.0
41600,0.171734,0.232796,0.776536,0.559735,246.0
41701,0.176273,0.230496,0.785952,0.545965,246.0
41800,0.176295,0.22264,0.7898,0.54366,246.0
41900,0.174535,0.227862,0.794286,0.535466,246.0
42000,0.166724,0.221254,0.797677,0.535686,246.0
42101,0.164107,0.225067,0.79679,0.536226,246.0
42200,0.159426,0.219706,0.794562,0.543122,246.0
42301,0.156979,0.218461,0.792224,0.547734,246.0
42400,0.154248,0.225171,0.784746,0.556486,246.0
42500,0.156737,0.220949,0.785988,0.55573,246.0
42601,0.161039,0.230637,0.789375,0.545672,246.0
42700,0.166548,0.239795,0.806546,0.514044,246.0
42801,0.166715,0.242588,0.822899,0.485997,246.0
42900,0.169103,0.239978,0.821048,0.489584,246.0
43001,0.17352,0.237039,0.806334,0.513348,246.0
43100,0.173143,0.234934,0.780343,0.553074,246.0
43201,0.170631,0.227778,0.753147,0.593103,246.0
43300,0.168984,0.225912,0.735045,0.616535,246.0
43400,0.168825,0.223236,0.729176,0.624472,246.0
43500,0.171909,0.220431,0.72842,0.625508,246.0
43601,0.175022,0.219066,0.741849,0.609126,246.0
43700,0.178216,0.216651,0.751563,0.597037,246.0
43801,0.180882,0.215311,0.758022,0.588493,246.0
43900,0.181617,0.214823,0.759786,0.586166,246.0
44001,0.183198,0.215947,0.755273,0.591072,246.0
44100,0.182316,0.214642,0.752429,0.595432,246.0
44201,0.181286,0.216916,0.752063,0.595384,246.0
44300,0.179524,0.223354,0.753616,0.591561,246.0
44400,0.177156,0.223509,0.758058,0.58652,246.0
44501,0.175467,0.214935,0.761543,0.585717,246.0
44600,0.180686,0.214043,0.758464,0.588446,246.0
44701,0.187049,0.217702,0.754716,0.589932,246.0
44800,0.192823,0.229905,0.750733,0.588524,246.0
44900,0.192267,0.227178,0.753071,0.586775,246.0
45001,0.188502,0.219131,0.757573,0.58526,246.0
45101,0.192334,0.223209,0.755994,0.584513,246.0
45200,0.198073,0.228764,0.750372,0.587685,246.0
45300,0.207021,0.238397,0.743844,0.58907,246.0
45400,0.216095,0.242281,0.739439,0.589772,246.0
45501,0.214765,0.244867,0.737086,0.59213,246.0
45600,0.211923,0.241807,0.742326,0.587852,246.0
45701,0.211325,0.240817,0.749175,0.579727,246.0
45800,0.200081,0.234766,0.756976,0.576054,246.0
45901,0.192579,0.229165,0.763853,0.571773,246.0
46000,0.191547,0.235766,0.762095,0.571782,246.0
46100,0.184264,0.241588,0.756523,0.579097,246.0
46201,0.179351,0.244529,0.748004,0.590362,246.0
46301,0.178575,0.246375,0.735073,0.605869,246.0
46400,0.179777,0.245898,0.722421,0.620742,246.0
46500,0.183396,0.223001,0.71713,0.634318,246.0
46601,0.194376,0.221384,0.715882,0.633023,246.0
46700,0.197698,0.225818,0.722234,0.623136,246.0
46800,0.200051,0.219565,0.727145,0.618893,246.0
46900,0.194406,0.208428,0.735319,0.614873,246.0
47000,0.188933,0.204025,0.743052,0.608729,246.0
47101,0.184737,0.205551,0.750536,0.600262,246.0
47200,0.179567,0.203287,0.752062,0.600692,246.0
47300,0.178205,0.213056,0.749145,0.601357,246.0
47400,0.174266,0.213374,0.749945,0.601401,246.0
47501,0.161582,0.210411,0.754703,0.600033,246.0
47600,0.151314,0.213759,0.758863,0.596269,246.0
47701,0.15083,0.21508,0.764403,0.588793,246.0
47800,0.151785,0.211667,0.769422,0.58322,246.0
47900,0.154451,0.208126,0.774299,0.577311,246.0
48000,0.153869,0.207301,0.777936,0.572857,246.0
48100,0.154832,0.212513,0.781699,0.565517,246.0
48201,0.152541,0.209272,0.781896,0.567074,246.0
48300,0.156757,0.206746,0.781568,0.567303,246.0
48400,0.173425,0.216557,0.775687,0.566864,246.0
48501,0.162967,0.217314,0.772599,0.573851,246.0
48600,0.173215,0.22191,0.769207,0.573648,246.0
48700,0.178092,0.231818,0.767536,0.570466,246.0
48801,0.17413,0.22469,0.774048,0.565722,246.0
48900,0.167049,0.22091,0.782306,0.557933,246.0
49001,0.163848,0.222504,0.788595,0.549328,246.0
49100,0.16271,0.229541,0.791413,0.542678,246.0
49200,0.154134,0.233423,0.795235,0.537918,246.0
49300,0.14551,0.236,0.795781,0.538388,246.0
49401,0.140358,0.239454,0.789644,0.547196,246.0
49500,0.143443,0.237067,0.781193,0.559427,246.0
49600,0.145833,0.237809,0.772704,0.570182,246.0
49700,0.142149,0.238495,0.766418,0.579237,246.0
49802,0.140626,0.228587,0.763912,0.586864,246.0
49900,0.151427,0.219383,0.759496,0.593385,246.0
50000,0.161451,0.214581,0.760193,0.591603,246.0
50102,0.162713,0.210628,0.771197,0.578285,246.0
50200,0.158163,0.203711,0.779461,0.570899,246.0
50300,0.166197,0.200543,0.779006,0.570358,246.0
50401,0.176331,0.204989,0.777915,0.567216,246.0
50500,0.173966,0.213388,0.778231,0.564409,246.0
50600,0.162179,0.205799,0.78449,0.562067,246.0
50702,0.174152,0.219764,0.782071,0.556542,246.0
50801,0.169609,0.218532,0.780779,0.560232,246.0
50900,0.165133,0.215258,0.777631,0.567171,246.0
51000,0.165453,0.215253,0.775636,0.569806,246.0
51101,0.166616,0.217857,0.775523,0.56863,246.0
51201,0.166722,0.202925,0.780829,0.56686,246.0
51300,0.169347,0.208393,0.777279,0.568973,246.0
51400,0.1707,0.212109,0.777706,0.566606,246.0
51500,0.171614,0.212774,0.782819,0.558988,246.0
51601,0.171984,0.213042,0.78648,0.553608,246.0
