Milliseconds,X,Y,Z
4,-44.9,21.800001,11.400001
100,-44.8,21.800001,11.400001
201,-45.0,21.800001,11.400001
300,-45.100002,21.800001,11.2
400,-45.2,21.800001,11.1
500,-45.100002,21.9,11.3
600,-45.0,21.800001,11.3
701,-45.0,21.9,11.400001
800,-45.100002,21.800001,11.3
900,-45.100002,21.800001,11.1
1000,-45.100002,21.7,11.1
1100,-44.9,21.800001,11.5
1200,-44.8,21.7,11.7
1300,-44.9,21.7,11.6
1401,-45.100002,21.6,11.5
1500,-45.3,21.7,11.7
1600,-45.3,21.7,11.7
1700,-45.3,21.800001,11.6
1801,-45.4,21.7,11.5
1900,-45.4,21.6,11.7
2000,-45.4,21.6,11.8
2100,-45.2,21.800001,11.8
2200,-45.2,21.800001,11.7
2301,-45.100002,21.7,11.6
2402,-45.2,21.6,11.5
2501,-45.2,21.6,11.2
2600,-45.2,21.6,11.3
2700,-44.9,21.7,11.3
2800,-44.7,21.9,11.3
2900,-44.8,21.9,11.2
3001,-45.3,22.0,11.1
3100,-45.600002,21.9,11.2
3201,-45.4,21.800001,11.2
3301,-45.3,21.6,11.5
3400,-45.0,21.4,11.6
3501,-45.100002,21.4,11.7
3600,-45.0,21.300001,11.7
3701,-45.0,21.300001,11.7
3800,-45.0,21.1,11.7
3900,-44.9,21.1,11.7
4001,-45.0,21.1,11.7
4100,-44.8,21.2,11.8
4201,-45.0,21.2,11.900001
4301,-44.8,21.2,12.0
4400,-44.9,21.2,11.900001
4500,-44.8,21.2,11.7
4603,-44.9,21.2,11.6
4700,-45.0,21.1,11.6
4801,-45.100002,21.0,11.7
4901,-45.100002,21.1,11.6
5000,-45.100002,21.1,11.5
5101,-45.100002,21.2,11.1
5200,-45.0,21.2,11.1
5300,-45.100002,21.2,11.3
5400,-45.100002,21.2,11.6
5500,-45.100002,21.1,11.8
5600,-45.100002,21.1,11.7
5700,-45.2,21.1,11.6
5800,-45.0,21.2,11.3
5901,-44.9,21.2,11.400001
6000,-44.9,21.1,11.5
6101,-44.9,21.1,11.900001
6200,-45.100002,21.2,11.8
6301,-45.100002,21.4,11.7
6400,-45.2,21.4,11.400001
6500,-45.2,21.300001,11.3
6600,-45.3,21.1,11.3
6700,-45.4,21.0,11.400001
6800,-45.4,21.0,11.7
6900,-45.3,21.0,12.0
7000,-45.3,21.1,11.900001
7101,-45.4,21.0,12.1
7202,-45.4,21.0,12.2
7300,-45.4,20.9,12.3
7400,-45.2,20.9,12.2
7500,-45.100002,20.800001,12.3
7600,-45.0,20.800001,12.400001
7701,-44.9,20.800001,12.5
7908,-44.9,20.800001,12.2
7908,-44.9,20.800001,12.2
8000,-44.4,20.800001,11.3
8100,-44.4,20.800001,10.900001
8201,-44.7,21.1,10.400001
8300,-44.9,21.5,10.400001
8400,-44.9,21.6,10.7
8500,-44.8,21.5,10.7
8600,-44.9,21.5,10.900001
8700,-45.2,21.4,10.900001
8801,-45.3,21.300001,11.1
8900,-45.3,21.300001,11.1
9000,-45.3,21.4,11.1
9101,-45.100002,21.5,11.0
9200,-45.0,21.5,11.1
9300,-44.9,21.4,11.0
9401,-44.8,21.5,11.0
9500,-44.8,21.5,11.1
9600,-44.8,21.5,11.3
9700,-45.0,21.4,11.3
9800,-45.100002,21.4,11.0
9901,-45.2,21.4,10.8
10000,-45.100002,21.4,10.8
10100,-45.0,21.5,10.7
10201,-45.0,21.5,10.8
10300,-45.0,21.5,10.5
10400,-45.0,21.4,10.6
10500,-44.9,21.4,10.6
10601,-45.0,21.4,10.900001
10701,-44.8,21.4,10.8
10800,-44.8,21.4,10.900001
10901,-44.9,21.4,10.7
11000,-44.9,21.300001,11.0
11101,-44.8,21.300001,10.900001
11200,-44.9,21.300001,11.1
11300,-44.8,21.300001,11.1
11401,-44.7,21.4,11.1
11500,-44.7,21.4,11.0
11601,-44.8,21.4,11.1
11701,-44.9,21.4,10.900001
11800,-44.8,21.4,10.8
11901,-44.9,21.5,10.6
12000,-44.8,21.5,10.900001
12101,-44.8,21.5,10.900001
12200,-44.7,21.5,11.2
12300,-44.8,21.5,11.2
12400,-44.8,21.5,11.3
12500,-44.8,21.5,11.400001
12601,-44.8,21.6,11.2
12701,-44.9,21.5,11.1
12800,-44.9,21.5,11.0
12900,-45.0,21.5,11.1
13000,-45.0,21.4,11.3
13104,-44.9,21.4,11.400001
13201,-44.9,21.300001,11.6
13300,-44.9,21.2,11.7
13400,-44.9,21.300001,11.6
13500,-45.0,21.4,11.5
13601,-45.0,21.5,11.3
13704,-44.9,21.4,11.1
13800,-44.9,21.4,11.0
13900,-44.8,21.4,11.0
14001,-44.8,21.4,11.2
14100,-44.8,21.4,11.3
14202,-44.8,21.300001,11.3
14300,-44.9,21.300001,11.3
14400,-45.0,21.300001,11.3
14500,-45.100002,21.4,11.3
14601,-45.0,21.4,11.2
14700,-45.0,21.4,10.900001
