Milliseconds,X,Y,Z
1,8.576292,1.0391153,3.7925313
10,8.576292,1.0391153,3.7925313
21,8.571504,1.0199611,4.503631
30,8.593052,0.9984126,4.3887057
40,8.621783,1.0055954,4.149278
50,8.60263,0.9720756,4.1157584
61,8.578687,1.0271438,3.9792848
70,8.571504,1.0415095,4.1612496
80,8.56911,1.0271438,4.2211065
90,8.595447,1.0008069,4.295329
101,8.595447,1.0008069,4.295329
111,8.55235,0.967287,4.2043467
120,8.571504,1.0008069,4.1756153
131,8.561927,1.063058,4.063084
140,8.561927,1.063058,4.063084
150,8.581081,1.0343267,4.2474437
160,8.581081,1.0343267,4.2474437
171,8.60263,1.0175668,4.2019525
180,8.60263,1.0175668,4.2019525
190,8.60263,1.0175668,4.2019525
201,8.581081,1.0702409,4.122941
210,8.581081,1.0702409,4.122941
220,8.564321,1.0391153,4.230684
231,8.566715,1.0989721,4.1780095
240,8.56911,1.0941836,4.1420956
250,8.564321,1.0582695,4.146884
261,8.559532,1.0415095,4.1349125
270,8.578687,1.0750294,4.1780095
280,8.581081,1.1109436,4.1756153
290,8.56911,1.1109436,4.2043467
301,8.566715,1.0774237,4.168432
310,8.56911,1.0965779,4.1612496
321,8.554744,1.0439038,4.1564612
330,8.561927,1.0534809,4.146884
341,8.581081,1.0917894,4.170827
350,8.55235,1.1061549,4.2019525
362,8.571504,1.0822122,4.199558
370,8.56911,1.0989721,4.1564612
381,8.578687,1.0870007,4.09421
390,8.58587,1.1085492,4.11097
400,8.557138,1.0606637,4.146884
410,8.566715,1.0534809,4.230684
421,8.571504,1.0678465,4.2235007
430,8.576292,1.0798179,4.1564612
440,8.557138,1.0654523,4.122941
450,8.571504,1.0726352,4.09421
461,8.561927,1.0654523,4.1349125
470,8.573898,1.0391153,4.2474437
480,8.566715,1.036721,4.242655
490,8.564321,1.0702409,4.163644
500,8.581081,1.0534809,4.1564612
510,8.571504,1.0343267,4.130124
520,8.58587,1.0199611,4.1540666
530,8.581081,1.010384,4.2139235
540,8.576292,1.0199611,4.189981
552,8.583475,1.0271438,4.182798
560,8.557138,1.0534809,4.1564612
570,8.571504,1.0582695,4.1564612
581,8.571504,1.0558752,4.1516724
590,8.576292,1.0486923,4.182798
600,8.566715,1.0462981,4.182798
611,8.576292,1.036721,4.189981
620,8.559532,1.036721,4.1804037
630,8.554744,1.0558752,4.1756153
640,8.566715,1.0702409,4.170827
650,8.559532,1.0654523,4.1851926
661,8.571504,1.0486923,4.1804037
670,8.573898,1.0558752,4.189981
681,8.564321,1.0654523,4.1804037
690,8.56911,1.0486923,4.163644
701,8.5882635,1.0510867,4.14449
712,8.5882635,1.0678465,4.166038
720,8.581081,1.063058,4.168432
730,8.583475,1.0558752,4.163644
740,8.56911,1.0774237,4.173221
751,8.578687,1.0702409,4.1588554
760,8.581081,1.0846065,4.168432
770,8.578687,1.0822122,4.1780095
781,8.58587,1.0798179,4.1516724
790,8.5882635,1.0750294,4.14449
800,8.56911,1.0654523,4.173221
811,8.56911,1.0702409,4.168432
820,8.590658,1.0822122,4.170827
833,8.571504,1.0941836,4.1780095
840,8.571504,1.0941836,4.1780095
850,8.56911,1.0870007,4.1612496
