Milliseconds,X,Y,Z,cos,headingAccuracy
3,0.302248,-0.074679,-0.451755,0.836053,246.0
102,0.302863,-0.073783,-0.451862,0.835852,246.0
203,0.303152,-0.073495,-0.451982,0.835708,246.0
302,0.303467,-0.073868,-0.454127,0.834397,246.0
403,0.303574,-0.074274,-0.456237,0.83317,246.0
502,0.30404,-0.073605,-0.455554,0.833433,246.0
602,0.30456,-0.073239,-0.454847,0.833662,246.0
702,0.304802,-0.073015,-0.454747,0.833647,246.0
802,0.305104,-0.072879,-0.455332,0.83323,246.0
902,0.305368,-0.072782,-0.455535,0.83303,246.0
1002,0.305407,-0.072796,-0.455638,0.832958,246.0
1102,0.305292,-0.072814,-0.456252,0.832663,246.0
1202,0.305445,-0.072876,-0.456452,0.832492,246.0
1302,0.305531,-0.0728,-0.456093,0.832664,246.0
1402,0.30559,-0.072873,-0.455642,0.832882,246.0
1502,0.305576,-0.072831,-0.4555,0.832969,246.0
1603,0.305137,-0.072896,-0.455614,0.833061,246.0
1702,0.304941,-0.073174,-0.455744,0.833038,246.0
1802,0.304843,-0.073161,-0.455776,0.833057,246.0
1903,0.304845,-0.073227,-0.455502,0.833201,246.0
2002,0.304692,-0.073171,-0.455402,0.833316,246.0
2102,0.304531,-0.073293,-0.455985,0.833046,246.0
2203,0.304313,-0.073403,-0.456467,0.832851,246.0
2302,0.304246,-0.073423,-0.456434,0.832892,246.0
2402,0.304212,-0.073537,-0.456333,0.83295,246.0
2503,0.304002,-0.073683,-0.45653,0.832906,246.0
2602,0.303919,-0.073701,-0.456362,0.833027,246.0
2702,0.303521,-0.073904,-0.456425,0.833119,246.0
2803,0.303272,-0.074122,-0.456117,0.83336,246.0
2902,0.303255,-0.07407,-0.455761,0.833565,246.0
3002,0.303124,-0.074157,-0.455944,0.833505,246.0
3102,0.303349,-0.074096,-0.455718,0.833552,246.0
3203,0.303237,-0.074042,-0.455352,0.833797,246.0
3302,0.303226,-0.074024,-0.455771,0.833574,246.0
3403,0.303135,-0.074065,-0.4565,0.833205,246.0
3502,0.302553,-0.074528,-0.457108,0.833042,246.0
3602,0.302256,-0.074749,-0.457719,0.832794,246.0
3703,0.301951,-0.074957,-0.45825,0.832594,246.0
3802,0.301696,-0.075151,-0.457908,0.832857,246.0
3902,0.301293,-0.075317,-0.457435,0.833248,246.0
4003,0.300766,-0.075655,-0.45617,0.8341,246.0
4102,0.300646,-0.07576,-0.454578,0.835003,246.0
4202,0.300191,-0.075688,-0.454,0.835487,246.0
4303,0.299926,-0.07583,-0.454165,0.83548,246.0
4402,0.300042,-0.075811,-0.453737,0.835673,246.0
4502,0.299851,-0.075754,-0.453911,0.835651,246.0
4603,0.299692,-0.075862,-0.454255,0.835512,246.0
4702,0.299915,-0.07571,-0.454556,0.835282,246.0
4802,0.30011,-0.075514,-0.45572,0.834596,246.0
4903,0.300585,-0.075351,-0.456317,0.834113,246.0
5002,0.30081,-0.075379,-0.456437,0.833963,246.0
5102,0.300785,-0.075386,-0.457283,0.833508,246.0
5203,0.301017,-0.075223,-0.458456,0.832795,246.0
5302,0.301199,-0.075252,-0.459298,0.832262,246.0
5402,0.301273,-0.075359,-0.458534,0.832647,246.0
5502,0.301169,-0.075393,-0.457415,0.833296,246.0
5603,0.300749,-0.07547,-0.457685,0.833293,246.0
5702,0.300509,-0.075714,-0.457298,0.83357,246.0
5802,0.300481,-0.075742,-0.456245,0.834154,246.0
5902,0.300137,-0.075913,-0.45534,0.834757,246.0
6002,0.299687,-0.076113,-0.455454,0.834838,246.0
6102,0.299301,-0.076246,-0.455903,0.834719,246.0
6202,0.299366,-0.076294,-0.455377,0.834979,246.0
6302,0.299063,-0.076376,-0.454595,0.835506,246.0
6402,0.298674,-0.076657,-0.454046,0.835918,246.0
6503,0.298813,-0.076521,-0.452639,0.836643,246.0
6602,0.298704,-0.076373,-0.450705,0.837739,246.0
6702,0.29929,-0.076296,-0.449062,0.838419,246.0
6803,0.298902,-0.076068,-0.447864,0.839218,246.0
6902,0.298411,-0.07624,-0.448103,0.83925,246.0
7002,0.298534,-0.07626,-0.447614,0.839465,246.0
7102,0.298413,-0.076243,-0.448368,0.839107,246.0
7202,0.298716,-0.076175,-0.447528,0.839454,246.0
7302,0.298802,-0.075876,-0.447521,0.839454,246.0
7402,0.298926,-0.075831,-0.448368,0.838962,246.0
7502,0.299308,-0.07558,-0.448923,0.838552,246.0
7602,0.2992,-0.075606,-0.450831,0.837564,246.0
7702,0.299305,-0.075702,-0.452071,0.836849,246.0
7802,0.299487,-0.075745,-0.453433,0.836042,246.0
7903,0.299351,-0.076022,-0.454536,0.835467,246.0
8002,0.299678,-0.075922,-0.454898,0.835161,246.0
8102,0.299642,-0.075899,-0.45442,0.835437,246.0
8203,0.299818,-0.076005,-0.454315,0.835422,246.0
8302,0.299634,-0.076136,-0.454706,0.835263,246.0
8402,0.299294,-0.076213,-0.453414,0.83608,246.0
8502,0.298944,-0.076328,-0.450151,0.837955,246.0
8602,0.298924,-0.076218,-0.447574,0.839352,246.0
8703,0.298872,-0.076942,-0.450303,0.837843,246.0
8802,0.296989,-0.078745,-0.45692,0.834757,246.0
8902,0.295743,-0.081866,-0.46465,0.830622,246.0
9002,0.296242,-0.08274,-0.462239,0.831702,246.0
9102,0.296177,-0.081982,-0.462686,0.831552,246.0
9202,0.297597,-0.080161,-0.463531,0.830751,246.0
9302,0.299817,-0.077892,-0.462691,0.830637,246.0
9403,0.300278,-0.077475,-0.466561,0.828342,246.0
9503,0.300508,-0.07794,-0.469173,0.826738,246.0
9603,0.300108,-0.079651,-0.475307,0.823208,246.0
9702,0.299574,-0.082332,-0.485676,0.817064,246.0
9803,0.298763,-0.086046,-0.497203,0.810015,246.0
9903,0.297779,-0.089618,-0.507847,0.80336,246.0
10004,0.297141,-0.09202,-0.513717,0.799583,246.0
10104,0.296753,-0.092467,-0.514305,0.799297,246.0
10202,0.296792,-0.09115,-0.512521,0.800579,246.0
10303,0.297306,-0.089838,-0.510217,0.802007,246.0
10402,0.29723,-0.089683,-0.509995,0.802194,246.0
10502,0.297291,-0.090301,-0.510807,0.801585,246.0
10603,0.297163,-0.091212,-0.512604,0.800381,246.0
10702,0.29689,-0.092061,-0.515353,0.798618,246.0
10802,0.296596,-0.092381,-0.517009,0.797619,246.0
10902,0.296708,-0.092173,-0.516187,0.798134,246.0
11002,0.2968,-0.091776,-0.51433,0.799343,246.0
11102,0.29684,-0.091474,-0.512167,0.800751,246.0
11202,0.296826,-0.090257,-0.507647,0.803767,246.0
11302,0.297222,-0.087639,-0.499769,0.808831,246.0
11403,0.296952,-0.086347,-0.494767,0.812138,246.0
11502,0.296887,-0.086197,-0.49202,0.813845,246.0
11603,0.296769,-0.085903,-0.489855,0.815223,246.0
11702,0.296718,-0.086034,-0.487907,0.816396,246.0
11802,0.296462,-0.086064,-0.485329,0.818021,246.0
11902,0.29644,-0.085745,-0.484424,0.818598,246.0
12003,0.296642,-0.08551,-0.484219,0.818671,246.0
12102,0.297088,-0.085177,-0.483735,0.81883,246.0
12203,0.297428,-0.084957,-0.483579,0.818821,246.0
12302,0.297605,-0.084853,-0.48386,0.818602,246.0
12402,0.297662,-0.084767,-0.484798,0.818035,246.0
12502,0.298103,-0.084421,-0.486751,0.816749,246.0
12603,0.298265,-0.084404,-0.488072,0.815903,246.0
12770,0.297971,-0.084646,-0.488064,0.81599,246.0
12803,0.297776,-0.084881,-0.487988,0.816082,246.0
12902,0.297508,-0.085287,-0.487605,0.816367,246.0
13002,0.297341,-0.085348,-0.48668,0.816973,246.0
13103,0.297496,-0.085246,-0.485327,0.817732,246.0
13209,0.297683,-0.084881,-0.484361,0.818274,246.0
13302,0.297843,-0.084902,-0.483461,0.818746,246.0
13403,0.297947,-0.084679,-0.482742,0.819155,246.0
13502,0.297931,-0.084645,-0.482612,0.819242,246.0
13602,0.297984,-0.084504,-0.482001,0.819596,246.0
13702,0.297603,-0.084726,-0.482012,0.819705,246.0
13802,0.29755,-0.084851,-0.481963,0.819741,246.0
13902,0.297426,-0.084792,-0.482036,0.819748,246.0
14002,0.29746,-0.084918,-0.482214,0.819619,246.0
14102,0.297307,-0.084843,-0.482419,0.819561,246.0
14203,0.297184,-0.084901,-0.483365,0.819042,246.0
14302,0.29725,-0.085023,-0.483572,0.818884,246.0
14403,0.297107,-0.08513,-0.483508,0.818962,246.0
14502,0.297232,-0.085037,-0.482812,0.819337,246.0
14602,0.29735,-0.084901,-0.48225,0.819639,246.0
14704,0.29713,-0.084947,-0.48269,0.819455,246.0
14805,0.297212,-0.085065,-0.482543,0.8195,246.0
14902,0.297282,-0.085048,-0.481799,0.819914,246.0
15002,0.297488,-0.084918,-0.481413,0.820079,246.0
15103,0.297462,-0.084936,-0.480812,0.820439,246.0
15202,0.297143,-0.084925,-0.480573,0.820695,246.0
15305,0.297207,-0.085004,-0.48045,0.820737,246.0
15403,0.297092,-0.084989,-0.480503,0.820748,246.0
15502,0.2968,-0.085176,-0.480847,0.820633,246.0
15602,0.296809,-0.085192,-0.480573,0.820789,246.0
15705,0.296467,-0.085328,-0.480626,0.820867,246.0
15802,0.296544,-0.085445,-0.479979,0.821206,246.0
15902,0.296276,-0.085554,-0.479002,0.821861,246.0
16003,0.296136,-0.085612,-0.478269,0.822333,246.0
16102,0.295896,-0.085662,-0.477254,0.823003,246.0
16203,0.295519,-0.085827,-0.475924,0.823892,246.0
16302,0.295257,-0.08595,-0.47511,0.824442,246.0
16402,0.295117,-0.085974,-0.474285,0.824965,246.0
16502,0.295072,-0.085882,-0.474238,0.825017,246.0
16602,0.294751,-0.086233,-0.474342,0.825036,246.0
16703,0.294282,-0.08644,-0.47327,0.825797,246.0
16805,0.293623,-0.086886,-0.472569,0.826386,246.0
16902,0.293081,-0.087242,-0.472381,0.826648,246.0
17003,0.291685,-0.087946,-0.472758,0.826852,246.0
17102,0.290756,-0.088747,-0.469795,0.82878,246.0
17203,0.287895,-0.090066,-0.470818,0.829056,246.0
17303,0.284286,-0.094768,-0.474501,0.827676,246.0
17402,0.278379,-0.100308,-0.476317,0.827988,246.0
17502,0.270632,-0.106226,-0.482388,0.826302,246.0
17603,0.2653,-0.111466,-0.488384,0.823815,246.0
17702,0.258556,-0.118795,-0.485237,0.826789,246.0
17802,0.249629,-0.124556,-0.478175,0.832777,246.0
17903,0.248854,-0.126172,-0.461695,0.842015,246.0
18002,0.250479,-0.125673,-0.459856,0.842614,246.0
18102,0.252038,-0.122668,-0.460998,0.841967,246.0
18203,0.256525,-0.117337,-0.458331,0.842827,246.0
18302,0.260756,-0.113324,-0.46333,0.839338,246.0
