Milliseconds,X,Y,Z,cos,headingAccuracy
18402,0.263537,-0.109031,-0.463969,0.838685,246.0
18502,0.265043,-0.109872,-0.470724,0.834325,246.0
18603,0.26669,-0.108903,-0.476625,0.830568,246.0
18702,0.268979,-0.106249,-0.481018,0.827636,246.0
18802,0.272036,-0.103118,-0.486059,0.82408,246.0
18903,0.273971,-0.100908,-0.499212,0.815808,246.0
19002,0.27599,-0.099383,-0.506603,0.810743,246.0
19102,0.279039,-0.096302,-0.504934,0.811112,246.0
19202,0.281798,-0.094701,-0.511229,0.80639,246.0
19302,0.279625,-0.09806,-0.513075,0.805572,246.0
19402,0.281915,-0.096089,-0.512357,0.805469,246.0
19503,0.286877,-0.092134,-0.51196,0.80443,246.0
19602,0.290775,-0.087848,-0.508878,0.805465,246.0
19702,0.296979,-0.084274,-0.505839,0.805498,246.0
19802,0.296803,-0.084356,-0.51263,0.80125,246.0
19903,0.298044,-0.079737,-0.522456,0.79489,246.0
20002,0.300722,-0.07551,-0.530011,0.789273,246.0
20102,0.30247,-0.071444,-0.543945,0.779442,246.0
20203,0.303304,-0.067476,-0.55984,0.768135,246.0
20302,0.304645,-0.064161,-0.569953,0.760412,246.0
20402,0.31212,-0.055727,-0.581243,0.74942,246.0
20502,0.31084,-0.058763,-0.58952,0.74323,246.0
20603,0.305546,-0.061745,-0.591466,0.743637,246.0
20702,0.302485,-0.073132,-0.590314,0.74477,246.0
20802,0.295341,-0.085137,-0.59185,0.745142,246.0
20902,0.289538,-0.083226,-0.602493,0.739081,246.0
21002,0.291967,-0.085892,-0.619333,0.723742,246.0
21103,0.293498,-0.081321,-0.623699,0.719891,246.0
21202,0.29264,-0.07934,-0.629337,0.715542,246.0
21302,0.288604,-0.086604,-0.644191,0.70301,246.0
21402,0.284205,-0.093676,-0.645912,0.702316,246.0
21502,0.278886,-0.103151,-0.644444,0.704467,246.0
21603,0.276101,-0.104246,-0.648419,0.701749,246.0
21702,0.277479,-0.101438,-0.654689,0.695771,246.0
21802,0.279089,-0.101154,-0.656894,0.693085,246.0
21902,0.28072,-0.100024,-0.657212,0.692288,246.0
22002,0.282808,-0.09724,-0.657853,0.691225,246.0
22102,0.284104,-0.09661,-0.654313,0.694136,246.0
22203,0.282883,-0.09767,-0.652198,0.696473,246.0
22302,0.281279,-0.098653,-0.652103,0.697072,246.0
22402,0.280214,-0.099715,-0.65333,0.6962,246.0
22502,0.279052,-0.101502,-0.655171,0.694677,246.0
22603,0.277616,-0.103781,-0.654732,0.69533,246.0
22702,0.27605,-0.106643,-0.653256,0.696907,246.0
22803,0.273915,-0.107735,-0.650861,0.699816,246.0
22902,0.27323,-0.108769,-0.64849,0.702121,246.0
23002,0.27235,-0.110421,-0.646817,0.703746,246.0
23103,0.271863,-0.112796,-0.645868,0.704429,246.0
23202,0.271504,-0.11362,-0.647549,0.70289,246.0
23303,0.270354,-0.116748,-0.655073,0.695813,246.0
23402,0.269527,-0.118845,-0.661158,0.69,246.0
23503,0.268819,-0.119599,-0.666314,0.685169,246.0
23602,0.268904,-0.119171,-0.669282,0.682311,246.0
23703,0.269179,-0.119091,-0.670757,0.680766,246.0
23802,0.269196,-0.119412,-0.671412,0.680058,246.0
23903,0.268795,-0.119588,-0.673048,0.678567,246.0
24002,0.268491,-0.119854,-0.675208,0.676491,246.0
24102,0.26836,-0.11978,-0.677422,0.674339,246.0
24202,0.267912,-0.120035,-0.678021,0.67387,246.0
24302,0.26793,-0.120499,-0.676625,0.675182,246.0
24403,0.267691,-0.120663,-0.675354,0.676518,246.0
24502,0.266517,-0.120614,-0.678253,0.674086,246.0
24602,0.267014,-0.120307,-0.679061,0.673131,246.0
24703,0.267056,-0.12094,-0.680502,0.671543,246.0
24802,0.267307,-0.120434,-0.680181,0.671859,246.0
24902,0.26903,-0.116957,-0.671773,0.680193,246.0
25003,0.270961,-0.111367,-0.659503,0.692266,246.0
25102,0.273676,-0.105601,-0.645388,0.705282,246.0
25202,0.275326,-0.100962,-0.633681,0.715855,246.0
25302,0.275834,-0.100223,-0.630875,0.718238,246.0
25402,0.27585,-0.10141,-0.632645,0.716507,246.0
25503,0.275377,-0.102845,-0.636022,0.713488,246.0
25602,0.279059,-0.100345,-0.633961,0.714247,246.0
25702,0.277012,-0.107393,-0.632021,0.715736,246.0
25802,0.280023,-0.103011,-0.633783,0.713648,246.0
25903,0.285804,-0.098956,-0.629109,0.716062,246.0
26002,0.279731,-0.098374,-0.628861,0.718753,246.0
26102,0.277919,-0.099626,-0.630059,0.718233,246.0
26202,0.276841,-0.100667,-0.630176,0.718402,246.0
26303,0.275666,-0.100388,-0.627225,0.721469,246.0
26404,0.266521,-0.107696,-0.631787,0.719869,246.0
26503,0.267032,-0.109413,-0.622525,0.72745,246.0
26602,0.265924,-0.111216,-0.627442,0.723346,246.0
26702,0.265425,-0.111569,-0.635248,0.716631,246.0
26802,0.266438,-0.110091,-0.642166,0.71029,246.0
26903,0.267941,-0.108774,-0.646338,0.706131,246.0
27002,0.269463,-0.107771,-0.650726,0.701662,246.0
27102,0.270159,-0.107594,-0.654713,0.697701,246.0
27202,0.271078,-0.106351,-0.656976,0.695405,246.0
27303,0.272351,-0.105306,-0.657258,0.694799,246.0
27405,0.272355,-0.105336,-0.658212,0.693889,246.0
27502,0.272045,-0.106106,-0.660723,0.691503,246.0
27602,0.272249,-0.106108,-0.662018,0.690183,246.0
27703,0.272662,-0.105225,-0.661677,0.690482,246.0
27802,0.273493,-0.103947,-0.660261,0.691701,246.0
27903,0.274336,-0.102947,-0.659746,0.692009,246.0
28002,0.274384,-0.102884,-0.659085,0.692628,246.0
28102,0.273906,-0.103644,-0.661534,0.690365,246.0
28203,0.273659,-0.104423,-0.664904,0.6871,246.0
28302,0.273752,-0.104702,-0.665524,0.686421,246.0
28402,0.274179,-0.104431,-0.663272,0.688469,246.0
28502,0.274313,-0.103394,-0.659927,0.691779,246.0
28603,0.274347,-0.103158,-0.6578,0.693822,246.0
28702,0.274807,-0.101911,-0.654285,0.697141,246.0
28803,0.274673,-0.101865,-0.6542,0.69728,246.0
28902,0.27465,-0.101737,-0.654883,0.696667,246.0
29002,0.274479,-0.102436,-0.656306,0.69529,246.0
29102,0.27423,-0.102785,-0.656773,0.694896,246.0
29202,0.274002,-0.103069,-0.657826,0.693948,246.0
29303,0.274372,-0.102636,-0.65792,0.693777,246.0
29402,0.275061,-0.101648,-0.656517,0.694977,246.0
29502,0.275152,-0.100973,-0.656577,0.694983,246.0
29602,0.275392,-0.100467,-0.657185,0.694386,246.0
29702,0.276177,-0.100127,-0.655749,0.69548,246.0
29803,0.27602,-0.100184,-0.65472,0.696503,246.0
29902,0.275723,-0.100554,-0.654715,0.696571,246.0
30002,0.275403,-0.100677,-0.655351,0.696083,246.0
30104,0.275402,-0.100449,-0.65641,0.695117,246.0
30202,0.275505,-0.100407,-0.656719,0.694791,246.0
30303,0.275836,-0.100449,-0.655915,0.695413,246.0
30402,0.275826,-0.10039,-0.655603,0.695719,246.0
30502,0.275844,-0.100221,-0.655887,0.695469,246.0
30603,0.275614,-0.100123,-0.656898,0.69462,246.0
30702,0.275566,-0.100273,-0.657014,0.694507,246.0
30802,0.275238,-0.100451,-0.657364,0.69428,246.0
30903,0.275084,-0.100717,-0.657618,0.694062,246.0
31002,0.275046,-0.100863,-0.657591,0.694081,246.0
31102,0.274954,-0.10075,-0.657919,0.693823,246.0
31203,0.274952,-0.100782,-0.658066,0.69368,246.0
31302,0.27518,-0.100715,-0.657969,0.693691,246.0
31403,0.275181,-0.10061,-0.658076,0.693605,246.0
31502,0.275189,-0.100568,-0.658073,0.69361,246.0
31602,0.275426,-0.100506,-0.657858,0.693729,246.0
31702,0.27503,-0.100378,-0.658019,0.693752,246.0
31802,0.275202,-0.100406,-0.658025,0.693674,246.0
31903,0.275439,-0.099583,-0.65796,0.69376,246.0
32002,0.27513,-0.100053,-0.659497,0.692354,246.0
32103,0.27538,-0.099731,-0.658536,0.693216,246.0
32203,0.275411,-0.100074,-0.658709,0.69299,246.0
32302,0.275802,-0.099746,-0.657117,0.694391,246.0
32402,0.276414,-0.098811,-0.654474,0.696774,246.0
32507,0.276736,-0.097881,-0.652495,0.698631,246.0
32602,0.276699,-0.098208,-0.652969,0.698156,246.0
32703,0.276552,-0.098818,-0.655019,0.696206,246.0
32802,0.276324,-0.099613,-0.657424,0.693912,246.0
32902,0.275979,-0.100177,-0.658695,0.692762,246.0
33003,0.275776,-0.100259,-0.659939,0.691646,246.0
33102,0.275222,-0.101715,-0.66455,0.687225,246.0
33203,0.274094,-0.105009,-0.672633,0.679271,246.0
33306,0.271389,-0.111815,-0.689002,0.662661,246.0
33402,0.269594,-0.115723,-0.699673,0.651447,246.0
33502,0.269426,-0.117114,-0.702896,0.647787,246.0
33606,0.269387,-0.117101,-0.703052,0.647637,246.0
33704,0.269848,-0.115645,-0.699501,0.65154,246.0
33802,0.26946,-0.115937,-0.70041,0.650672,246.0
33902,0.269749,-0.115859,-0.699533,0.65151,246.0
34003,0.269974,-0.115661,-0.698711,0.652332,246.0
34102,0.270233,-0.115421,-0.69778,0.653263,246.0
34203,0.270496,-0.115285,-0.697317,0.653673,246.0
34302,0.270683,-0.115005,-0.696623,0.654384,246.0
34402,0.270792,-0.115024,-0.696548,0.654416,246.0
34505,0.271066,-0.114819,-0.696019,0.654901,246.0
34602,0.271229,-0.114503,-0.695882,0.655035,246.0
34702,0.271207,-0.114442,-0.695896,0.65504,246.0
34803,0.270893,-0.114547,-0.696521,0.654487,246.0
34902,0.271772,-0.114985,-0.695334,0.655307,246.0
35002,0.272886,-0.113772,-0.692623,0.657922,246.0
35102,0.272876,-0.113301,-0.691629,0.659052,246.0
35202,0.272597,-0.11333,-0.692276,0.658483,246.0
35303,0.272092,-0.113445,-0.693541,0.65734,246.0
35404,0.271868,-0.113774,-0.694284,0.656591,246.0
35503,0.271567,-0.114061,-0.694734,0.656189,246.0
35602,0.271248,-0.114308,-0.695443,0.655527,246.0
35703,0.271202,-0.114346,-0.695771,0.655191,246.0
35804,0.271131,-0.114448,-0.696218,0.654728,246.0
35903,0.271119,-0.114442,-0.695941,0.655029,246.0
36002,0.271345,-0.114318,-0.695952,0.654945,246.0
36102,0.273454,-0.113933,-0.696147,0.653926,246.0
36203,0.269938,-0.119539,-0.700512,0.649711,246.0
36306,0.268135,-0.123127,-0.709028,0.640485,246.0
36403,0.264775,-0.129871,-0.725731,0.621563,246.0
36503,0.263518,-0.132017,-0.731735,0.614567,246.0
36603,0.263433,-0.132526,-0.733254,0.61268,246.0
36706,0.264067,-0.130783,-0.730289,0.616312,246.0
36803,0.264766,-0.129202,-0.727628,0.619485,246.0
36902,0.265266,-0.128112,-0.725693,0.621762,246.0
37002,0.265234,-0.128683,-0.727409,0.61965,246.0
37102,0.264357,-0.13056,-0.732085,0.614101,246.0
37203,0.262623,-0.133618,-0.739597,0.60512,246.0
37302,0.261598,-0.135675,-0.744905,0.598559,246.0
37402,0.261702,-0.135791,-0.744563,0.598914,246.0
37502,0.262175,-0.134314,-0.741492,0.602836,246.0
37603,0.262711,-0.132933,-0.738928,0.60605,246.0
37704,0.26275,-0.132595,-0.738871,0.606175,246.0
37802,0.262425,-0.132966,-0.739258,0.605763,246.0
37903,0.262452,-0.132774,-0.738534,0.606676,246.0
38002,0.263006,-0.131806,-0.736905,0.608626,246.0
38102,0.263194,-0.131883,-0.73614,0.609452,246.0
38202,0.262343,-0.133326,-0.738066,0.607171,246.0
38302,0.261482,-0.134194,-0.740514,0.604364,246.0
38403,0.26118,-0.134399,-0.741926,0.602715,246.0
38502,0.261395,-0.13429,-0.742142,0.602381,246.0
38602,0.261365,-0.134427,-0.74165,0.602969,246.0
38703,0.260978,-0.134703,-0.741838,0.602844,246.0
38802,0.260761,-0.134809,-0.742172,0.602503,246.0
38902,0.260734,-0.134738,-0.742383,0.602271,246.0
39003,0.260609,-0.134862,-0.742714,0.601888,246.0
39102,0.260522,-0.134797,-0.743091,0.601475,246.0
39202,0.26039,-0.134808,-0.743403,0.601145,246.0
39303,0.260358,-0.134925,-0.743491,0.601022,246.0
39402,0.260465,-0.134732,-0.74375,0.600699,246.0
39502,0.260639,-0.134598,-0.743833,0.600551,246.0
39602,0.260795,-0.134498,-0.743177,0.601318,246.0
39702,0.260718,-0.134508,-0.743337,0.601151,246.0
39802,0.260476,-0.134423,-0.744285,0.600101,246.0
39903,0.260668,-0.134205,-0.744309,0.600037,246.0
40004,0.260888,-0.13437,-0.744007,0.600279,246.0
40103,0.260988,-0.134305,-0.743734,0.600587,246.0
40205,0.261061,-0.133989,-0.744064,0.600218,246.0
40302,0.261455,-0.133925,-0.743444,0.600828,246.0
40403,0.261315,-0.134084,-0.74278,0.601674,246.0
40502,0.261024,-0.134353,-0.74313,0.601308,246.0
40603,0.261033,-0.134215,-0.743294,0.601133,246.0
40702,0.261445,-0.133952,-0.742955,0.601431,246.0
40803,0.26179,-0.133709,-0.742919,0.60138,246.0
40905,0.262093,-0.133245,-0.743013,0.601235,246.0
41002,0.262336,-0.132972,-0.742458,0.601874,246.0
41103,0.262266,-0.133061,-0.742538,0.601786,246.0
41202,0.262143,-0.132983,-0.743394,0.600799,246.0
41302,0.26241,-0.132771,-0.743426,0.600691,246.0
41402,0.262415,-0.132675,-0.743106,0.601105,246.0
41502,0.261948,-0.132951,-0.743189,0.601145,246.0
41603,0.261865,-0.133066,-0.743655,0.60058,246.0
41702,0.261553,-0.133189,-0.744108,0.600127,246.0
41802,0.261579,-0.133416,-0.743922,0.600295,246.0
41903,0.261685,-0.133498,-0.743513,0.600737,246.0
42002,0.261765,-0.13343,-0.743442,0.600805,246.0
42102,0.261978,-0.133449,-0.743297,0.600888,246.0
42203,0.26216,-0.133228,-0.742953,0.601283,246.0
42302,0.262148,-0.133055,-0.742662,0.601686,246.0
42402,0.262045,-0.133352,-0.742639,0.601693,246.0
42503,0.262053,-0.133155,-0.742795,0.601542,246.0
42603,0.262273,-0.132961,-0.743172,0.601023,246.0
42702,0.262603,-0.132791,-0.742875,0.601283,246.0
42802,0.262579,-0.132787,-0.742716,0.60149,246.0
42902,0.262681,-0.132832,-0.742507,0.601694,246.0
43003,0.262613,-0.132661,-0.742579,0.601672,246.0
43103,0.262754,-0.132686,-0.742521,0.601677,246.0
43202,0.262746,-0.132485,-0.742476,0.60178,246.0
43302,0.262882,-0.132524,-0.74234,0.601881,246.0
43403,0.262738,-0.132589,-0.742736,0.60144,246.0
43502,0.26266,-0.132888,-0.742653,0.60151,246.0
43602,0.26303,-0.132396,-0.742377,0.601798,246.0
43706,0.262995,-0.132297,-0.742261,0.601978,246.0
43802,0.262869,-0.132358,-0.742502,0.601723,246.0
43903,0.262714,-0.132268,-0.743022,0.601169,246.0
44002,0.262745,-0.132123,-0.743037,0.601168,246.0
44102,0.26262,-0.132144,-0.743212,0.601001,246.0
44202,0.262781,-0.132213,-0.743467,0.600601,246.0
44302,0.262669,-0.131914,-0.743954,0.600112,246.0
44402,0.262689,-0.131965,-0.744076,0.599941,246.0
44502,0.2629,-0.132008,-0.743975,0.599964,246.0
44602,0.262855,-0.13204,-0.743922,0.600042,246.0
44703,0.262942,-0.131918,-0.743763,0.600228,246.0
44802,0.263133,-0.131774,-0.743769,0.600169,246.0
44902,0.263026,-0.131499,-0.743962,0.600037,246.0
45002,0.263023,-0.131585,-0.744053,0.599907,246.0
45103,0.262811,-0.131732,-0.744416,0.599517,246.0
45202,0.262872,-0.131662,-0.744403,0.599521,246.0
45302,0.262762,-0.131421,-0.744974,0.598913,246.0
45402,0.262948,-0.131328,-0.745135,0.598651,246.0
45502,0.263257,-0.131188,-0.744828,0.598928,246.0
45602,0.263363,-0.131335,-0.744375,0.599412,246.0
45703,0.263416,-0.131931,-0.742019,0.602173,246.0
45802,0.263971,-0.131338,-0.740145,0.604362,246.0
45905,0.2665,-0.126223,-0.729066,0.617662,246.0
46003,0.266926,-0.12514,-0.726016,0.62128,246.0
46103,0.266691,-0.125384,-0.726772,0.620449,246.0
46204,0.266964,-0.124932,-0.726246,0.621037,246.0
46302,0.267295,-0.124287,-0.724481,0.623083,246.0
46403,0.270152,-0.126133,-0.721312,0.625153,246.0
46502,0.271522,-0.125457,-0.719956,0.626257,246.0
46602,0.271603,-0.12401,-0.718065,0.628677,246.0
46702,0.271277,-0.123898,-0.718039,0.628869,246.0
46803,0.270222,-0.124415,-0.720329,0.626599,246.0
46902,0.269825,-0.124153,-0.720649,0.626453,246.0
47002,0.269924,-0.123047,-0.719269,0.628213,246.0
47102,0.269996,-0.122569,-0.718356,0.629319,246.0
47202,0.269725,-0.12213,-0.717945,0.629988,246.0
47303,0.26912,-0.12223,-0.718506,0.629588,246.0
47402,0.268895,-0.12234,-0.718894,0.62922,246.0
47503,0.268447,-0.123121,-0.720629,0.627271,246.0
47602,0.267737,-0.124324,-0.723529,0.62399,246.0
47702,0.267302,-0.125204,-0.725706,0.621468,246.0
47802,0.266539,-0.126034,-0.728119,0.6188,246.0
47903,0.265873,-0.126892,-0.729934,0.61677,246.0
48002,0.265986,-0.126771,-0.730294,0.616319,246.0
