Milliseconds,X,Y,Z
1,-1.4534717,5.617876,7.905517
102,-1.4745398,5.618983,7.900827
201,-1.4827435,5.620485,7.8982244
301,-1.4940888,5.62426,7.8933983
402,-1.5027479,5.6253943,7.8909445
501,-1.5133979,5.6276064,7.887331
601,-1.5194746,5.6331873,7.8821783
702,-1.5247197,5.634914,7.8799286
801,-1.5337335,5.636979,7.8767056
901,-1.5391777,5.639519,7.8738217
1002,-1.540017,5.639997,7.8733144
1101,-1.5427934,5.6373906,7.87464
1201,-1.5445923,5.6397047,7.87263
1302,-1.5442063,5.640947,7.871817
1401,-1.5405273,5.643225,7.870901
1501,-1.540113,5.64294,7.8711886
1601,-1.5356796,5.6370625,7.8762617
1702,-1.5301965,5.6363926,7.8778105
1801,-1.5296971,5.6348357,7.87902
1901,-1.5267916,5.6359253,7.878806
2001,-1.5255771,5.633468,7.8807964
2102,-1.5260155,5.6311517,7.8823695
2201,-1.525104,5.629869,7.883461
2301,-1.5242437,5.6273856,7.8853984
2401,-1.5213907,5.628051,7.8854756
2501,-1.5183641,5.62595,7.8875594
2601,-1.5159268,5.6258464,7.888103
2701,-1.5095131,5.6211863,7.8926506
2802,-1.5015397,5.620055,7.894982
2901,-1.4998218,5.6200137,7.8953347
3001,-1.498404,5.6185594,7.8966393
3101,-1.5000004,5.621643,7.894141
3201,-1.4973494,5.620255,7.89563
3301,-1.5003612,5.6191964,7.8958135
3401,-1.5037477,5.616941,7.896776
3501,-1.4956214,5.611722,7.9020243
3601,-1.4925288,5.608051,7.905217
3701,-1.489832,5.6045327,7.9082212
3802,-1.4819609,5.603164,7.9106693
3901,-1.4722569,5.5996842,7.914945
4001,-1.4532785,5.5972524,7.920167
4101,-1.4397581,5.599188,7.921271
4202,-1.4327587,5.5930862,7.926847
4301,-1.4290534,5.5902123,7.9295435
4401,-1.4263477,5.591015,7.929464
4502,-1.4278829,5.5889344,7.9306517
4601,-1.4269261,5.5869846,7.9322004
4701,-1.4335154,5.588379,7.93003
4801,-1.4463328,5.5875125,7.928316
4902,-1.45748,5.591866,7.9232025
5002,-1.45987,5.5948205,7.9206753
5101,-1.4655275,5.5944605,7.919884
5201,-1.4762386,5.592723,7.9191236
5301,-1.4834234,5.5944333,7.916573
5402,-1.4787735,5.5978065,7.915057
5501,-1.470082,5.600086,7.9150653
5601,-1.4673656,5.592714,7.920775
5701,-1.458666,5.5932727,7.921991
5801,-1.4504101,5.5930743,7.9236445
5901,-1.4386393,5.5921493,7.9264426
6001,-1.4299693,5.58636,7.9320955
6102,-1.429079,5.5826592,7.93486
6201,-1.4240651,5.583531,7.935147
6301,-1.4144394,5.5819597,7.9379745
6402,-1.404311,5.5796556,7.94139
6501,-1.3981383,5.581198,7.9413953
6601,-1.3864207,5.582366,7.94263
6701,-1.3813988,5.593558,7.935628
6801,-1.3735157,5.5880656,7.9408617
6901,-1.367701,5.5821095,7.9460554
7001,-1.3661845,5.58492,7.9443393
7101,-1.3699358,5.5796623,7.9473867
7202,-1.3685845,5.5850472,7.943837
7301,-1.3725852,5.585312,7.9429636
7402,-1.3809631,5.5856276,7.9412866
7502,-1.3905863,5.5885115,7.9375777
7602,-1.4036016,5.5836062,7.9387403
7701,-1.411294,5.583823,7.937223
7801,-1.4208516,5.5844607,7.9350667
7901,-1.4237027,5.5808115,7.9371266
8002,-1.4296834,5.586863,7.93179
8102,-1.4281772,5.585817,7.9327974
8202,-1.4261633,5.5893235,7.9306912
8301,-1.4260054,5.587441,7.9320436
8402,-1.4126924,5.586564,7.935042
8501,-1.3875456,5.585447,7.940265
8601,-1.3699033,5.5888658,7.940924
8701,-1.3730986,5.585174,7.94297
8802,-1.3746392,5.571126,7.952562
8901,-1.3636873,5.5636,7.9597135
9001,-1.3379604,5.581758,7.951363
9101,-1.3463359,5.5758524,7.954091
9201,-1.3956505,5.576727,7.944975
9302,-1.4460391,5.5899343,7.9266615
9401,-1.4857355,5.5872912,7.9211783
9501,-1.5003335,5.5889525,7.917258
9602,-1.5116773,5.5880246,7.91575
9701,-1.5323172,5.5859294,7.9132605
9801,-1.5446653,5.586067,7.9107666
9901,-1.5552408,5.5847483,7.909621
10002,-1.5507991,5.5870667,7.9088583
10101,-1.5426186,5.5861835,7.9110823
10201,-1.551037,5.5773525,7.915666
10302,-1.5610344,5.5757713,7.9148107
10401,-1.5624906,5.574575,7.9153695
10501,-1.5592848,5.578475,7.9132514
10602,-1.5554488,5.58052,7.912567
10701,-1.559383,5.582954,7.910073
10801,-1.5623554,5.576697,7.9138994
10901,-1.5610306,5.5778513,7.9133487
11001,-1.5556682,5.578801,7.913735
11101,-1.5467265,5.5811048,7.9138656
11201,-1.5338255,5.580425,7.9168525
11301,-1.5246289,5.5749335,7.9224987
11401,-1.5066944,5.569524,7.9297304
11501,-1.4903965,5.571078,7.931719
11602,-1.4793121,5.570568,7.9341526
11701,-1.4618375,5.5744133,7.9346895
11801,-1.4411744,5.5756984,7.9375668
11902,-1.4394833,5.5742702,7.9388742
12001,-1.4436542,5.5744963,7.937959
12101,-1.450725,5.57935,7.9332585
12202,-1.4560359,5.5824795,7.930083
12301,-1.4613816,5.5838914,7.9281054
12402,-1.4690434,5.5823064,7.9278073
12501,-1.4911568,5.581408,7.9243073
12602,-1.5045232,5.5809755,7.9220853
12772,-1.5002773,5.5815597,7.9224806
12801,-1.4928379,5.5788193,7.925814
12902,-1.4812571,5.5784984,7.9282165
13001,-1.4722263,5.579001,7.929542
13101,-1.465172,5.5821624,7.928622
13202,-1.4657043,5.5838933,7.9273047
13302,-1.4616474,5.5872974,7.9256544
13401,-1.4597222,5.589489,7.9244657
13501,-1.4600205,5.5883837,7.9251924
13601,-1.4589329,5.5891337,7.924861
13701,-1.4518096,5.5853634,7.928829
13801,-1.4490705,5.585645,7.929129
13902,-1.4486767,5.583655,7.9306
14001,-1.4489788,5.584251,7.930126
14101,-1.4492764,5.581771,7.931819
14202,-1.4535586,5.578892,7.9330606
14301,-1.4536948,5.5805335,7.931884
14401,-1.4501169,5.5795994,7.9331937
14501,-1.4480098,5.5816913,7.932107
14602,-1.4476354,5.5831842,7.9311247
14701,-1.4476858,5.5797434,7.9335365
14801,-1.4462283,5.581626,7.9324765
14902,-1.4415408,5.584333,7.9314275
15001,-1.4436153,5.5866985,7.929383
15101,-1.4384099,5.5875874,7.9297013
15201,-1.4337596,5.5834446,7.933458
15301,-1.4327611,5.585717,7.932042
15402,-1.4317521,5.583419,7.933839
15501,-1.4281845,5.5803857,7.936616
15601,-1.4261562,5.581132,7.936458
15702,-1.4217483,5.577575,7.939751
15801,-1.4154321,5.5806804,7.9386954
15902,-1.404377,5.5795574,7.941446
16001,-1.3970767,5.5793557,7.9428782
16102,-1.3870028,5.578137,7.945496
16202,-1.3716052,5.5765095,7.949315
16301,-1.3615308,5.5752373,7.9519362
16401,-1.354181,5.5748334,7.953476
16502,-1.3548915,5.5734706,7.954307
16601,-1.3467952,5.571827,7.9568357
16702,-1.3316047,5.568739,7.9615536
16801,-1.3150115,5.564207,7.9674764
16901,-1.3009003,5.5601015,7.972657
17001,-1.2819334,5.5471067,7.984769
17101,-1.2365004,5.544006,7.9940853
17201,-1.1939868,5.51302,8.02193
17301,-1.1073041,5.496906,8.045385
17402,-0.9716981,5.4578495,8.089377
17501,-0.8389564,5.3910275,8.148824
17601,-0.7502008,5.356072,8.180467
17701,-0.534316,5.3233438,8.21869
17802,-0.30673212,5.2454762,8.28017
17903,-0.17645562,5.2485075,8.282053
18001,-0.17647286,5.2744217,8.265572
18101,-0.24382411,5.2709475,8.266076
18201,-0.36634824,5.2953043,8.24596
18301,-0.50404084,5.3224382,8.221189
18401,-0.60468453,5.327198,8.211314
18502,-0.6446609,5.3491616,8.1939745
