Milliseconds,Illuminance
3,3844.0
102,3889.0
202,3889.0
302,3894.0
402,3894.0
502,3932.0
602,3933.0
703,3933.0
802,3805.0
902,3805.0
1002,3790.0
1103,3790.0
1202,3868.0
1302,3919.0
1402,3919.0
1503,3949.0
1602,3949.0
1702,3992.0
1803,3992.0
1902,3962.0
2002,3962.0
2102,3942.0
2203,4007.0
2302,4007.0
2402,4035.0
2502,4035.0
2603,4085.0
2702,4085.0
2802,4048.0
2902,4048.0
3002,4020.0
3102,3994.0
3202,3994.0
3302,3891.0
3402,3891.0
3502,3874.0
3602,3874.0
3703,3964.0
3802,3964.0
3902,4059.0
4002,4067.0
4103,4067.0
4202,3998.0
4302,3998.0
4402,3963.0
4503,3963.0
4602,4001.0
4702,4001.0
4802,3901.0
4903,3901.0
5002,3862.0
5102,3840.0
5202,3840.0
5303,3829.0
5402,3829.0
5502,3892.0
5602,3892.0
5703,3869.0
5802,3869.0
5902,3902.0
6003,3845.0
6102,3845.0
6202,3754.0
6302,3754.0
6402,3708.0
6502,3708.0
6602,3608.0
6703,3608.0
6802,3647.0
6902,3582.0
7002,3582.0
7102,3848.0
7203,3848.0
7302,4000.0
7402,4000.0
7502,3954.0
7602,3954.0
7703,3987.0
7802,3775.0
7902,3775.0
8002,3868.0
8102,3868.0
8203,3894.0
8302,3894.0
8402,3521.0
8502,3521.0
8602,3456.0
8703,3559.0
8802,3559.0
8902,3544.0
9002,3544.0
9103,3536.0
9202,3536.0
9303,3545.0
9402,3545.0
9502,3759.0
9602,4009.0
9702,4009.0
9802,3898.0
9902,3898.0
10004,3707.0
10102,3707.0
10202,3789.0
10302,3789.0
10402,3942.0
10504,4011.0
10603,4011.0
10703,3747.0
10803,3747.0
10903,3790.0
11002,3790.0
11102,4005.0
11203,4005.0
11302,4087.0
11402,4106.0
11503,4106.0
11602,4112.0
11702,4112.0
11802,3880.0
11903,3880.0
12002,3798.0
12102,3798.0
12203,3977.0
12302,4007.0
12402,4007.0
12502,3919.0
12603,3919.0
12771,3939.0
12803,3939.0
12902,3885.0
13002,3885.0
13102,3869.0
13204,3840.0
13303,3840.0
13402,3002.0
13502,3002.0
13602,3826.0
13702,3826.0
13802,4024.0
13902,4024.0
14002,4079.0
14103,4065.0
14202,4065.0
14302,4134.0
14402,4134.0
14503,4132.0
14602,4132.0
14702,4080.0
14803,4080.0
14902,4056.0
15002,4056.0
15103,4056.0
15204,4111.0
15302,4111.0
15402,4095.0
15502,4095.0
15603,4108.0
15702,4108.0
15802,4183.0
15902,4215.0
16002,4215.0
16103,4183.0
16202,4183.0
16302,4155.0
16402,4155.0
16503,4176.0
16602,4176.0
16702,4119.0
16802,3924.0
16903,3924.0
17002,3993.0
17102,3993.0
17203,4164.0
17303,4164.0
17402,3904.0
17502,3904.0
17602,3518.0
17703,3496.0
17802,3496.0
17903,3442.0
18002,3442.0
18103,3374.0
18202,3374.0
18302,3215.0
18403,3215.0
18503,3167.0
18602,3097.0
18702,3097.0
18803,3008.0
18902,3008.0
19002,2648.0
19102,2648.0
19203,2392.0
19302,2392.0
19402,2417.0
19502,2782.0
19603,2782.0
19704,2660.0
19803,2660.0
19902,2462.0
20002,2462.0
20102,2627.0
20203,2627.0
20302,2971.0
20403,3252.0
20503,3252.0
20602,3497.0
20702,3497.0
20802,3908.0
20903,3908.0
21002,4085.0
21102,4085.0
21203,4057.0
21302,3897.0
21402,3897.0
21503,4143.0
21603,4143.0
21702,4429.0
21802,4429.0
21903,4096.0
22002,4096.0
22102,4055.0
22202,4201.0
22302,4201.0
22402,4148.0
22502,4148.0
22602,4309.0
22702,4309.0
22802,4379.0
22903,4379.0
23002,3892.0
23102,3894.0
23202,3894.0
23303,3892.0
23402,3892.0
23502,3907.0
23602,3907.0
23703,3947.0
23802,3947.0
23902,4071.0
24003,4139.0
24102,4139.0
24202,3966.0
24302,3966.0
24402,3861.0
24503,3861.0
24603,3899.0
24702,3899.0
24802,3792.0
24903,3810.0
25002,3810.0
25102,3932.0
25202,3932.0
25303,4004.0
25402,4004.0
25502,4137.0
25602,4137.0
25703,4305.0
25802,4102.0
25902,4102.0
26002,4309.0
26102,4309.0
26203,4450.0
26302,4450.0
26403,4198.0
26502,4198.0
26602,4040.0
26704,3957.0
26802,3957.0
26903,4136.0
27002,4136.0
27103,4092.0
27202,4092.0
27302,3542.0
27403,3542.0
27502,3550.0
27602,3598.0
27702,3598.0
27802,3589.0
27903,3589.0
28003,3532.0
28102,3532.0
28202,3527.0
28302,3527.0
28402,3508.0
28503,3528.0
28602,3528.0
28702,3892.0
28802,3892.0
28903,3882.0
29002,3882.0
29102,3865.0
29202,3865.0
29303,3791.0
29402,3837.0
29502,3837.0
29603,3911.0
29702,3911.0
29802,3816.0
29902,3816.0
30002,3735.0
30103,3735.0
30205,3652.0
30302,3578.0
30402,3578.0
30503,3591.0
30602,3591.0
30702,3556.0
30803,3556.0
30902,3553.0
31002,3553.0
31102,3553.0
31206,3545.0
31303,3545.0
31402,3556.0
31502,3556.0
31602,3553.0
31702,3553.0
31803,3388.0
31902,3388.0
32002,3328.0
32103,3328.0
32202,3284.0
32302,3388.0
32403,3388.0
32502,3372.0
32603,3372.0
32702,3544.0
32803,3544.0
32903,3547.0
33002,3547.0
33103,3545.0
33202,3556.0
33303,3556.0
33402,3556.0
33502,3556.0
33603,3556.0
33702,3556.0
33803,3558.0
33903,3556.0
34003,3556.0
34102,3554.0
34202,3554.0
34302,3562.0
34402,3562.0
34502,3562.0
34603,3562.0
34702,3562.0
34802,3562.0
34903,3562.0
35003,3571.0
35102,3571.0
35203,3571.0
35303,3571.0
35403,3571.0
35502,3571.0
35603,3572.0
35702,3572.0
35802,3580.0
35903,3580.0
36002,3580.0
36102,3572.0
36203,3572.0
36302,3573.0
36406,3573.0
36502,3582.0
36603,3582.0
36703,3572.0
36802,3580.0
36908,3580.0
37002,3582.0
37102,3582.0
37202,3582.0
37302,3582.0
37403,3591.0
37502,3591.0
37603,3593.0
37707,3602.0
37802,3602.0
37902,3611.0
38003,3611.0
38102,3613.0
38202,3613.0
38302,3622.0
38403,3622.0
38502,3622.0
38602,3642.0
38702,3642.0
38803,3631.0
38902,3631.0
39002,3602.0
39102,3602.0
39203,3602.0
39302,3602.0
39402,3617.0
39503,3626.0
39602,3626.0
39703,3653.0
39802,3653.0
39903,3662.0
40002,3662.0
40102,3665.0
40202,3665.0
40302,3664.0
40403,3666.0
40502,3666.0
40603,3649.0
40702,3649.0
40802,3638.0
40902,3638.0
41003,3629.0
41102,3629.0
41202,3640.0
41302,3640.0
41403,3649.0
41502,3658.0
41602,3658.0
41703,3658.0
41802,3658.0
41902,3648.0
42002,3648.0
42103,3622.0
42202,3613.0
42302,3613.0
42402,3604.0
42504,3604.0
42602,3604.0
42702,3604.0
42802,3613.0
42902,3613.0
43003,3615.0
43102,3615.0
43203,3615.0
43302,3624.0
43402,3624.0
43503,3615.0
43602,3615.0
43702,3606.0
43805,3606.0
43903,3604.0
44002,3597.0
44102,3597.0
44203,3558.0
44303,3558.0
44402,3505.0
44503,3505.0
44602,3483.0
44702,3483.0
44802,3414.0
44903,3423.0
45002,3423.0
45102,3397.0
45202,3397.0
45303,3397.0
45402,3397.0
45502,3397.0
45602,3397.0
45702,3381.0
45804,3355.0
45902,3355.0
46002,3392.0
46103,3392.0
46202,3374.0
46302,3374.0
46403,3357.0
46503,3357.0
46602,3251.0
46702,3290.0
46802,3290.0
46902,3569.0
47003,3569.0
47103,3617.0
47202,3617.0
47302,3631.0
47402,3631.0
47502,3622.0
47604,3622.0
47702,3622.0
47804,3631.0
47902,3631.0
48002,3622.0
48102,3622.0
48202,3622.0
48303,3622.0
48402,3631.0
48502,3633.0
48603,3633.0
48702,3631.0
48802,3631.0
48903,3631.0
49002,3631.0
49102,3631.0
49202,3631.0
49303,3622.0
49402,3631.0
49502,3631.0
49602,3640.0
49702,3640.0
49803,3631.0
49902,3631.0
50002,3631.0
50102,3631.0
50202,3631.0
50302,3631.0
50403,3631.0
50502,3642.0
50602,3642.0
50702,3631.0
50803,3631.0
50902,3631.0
51002,3631.0
51104,3631.0
51203,3633.0
51303,3633.0
51402,3622.0
51502,3622.0
51603,3622.0
51703,3622.0
51802,3622.0
51904,3622.0
52003,3614.0
52102,3624.0
52203,3624.0
52302,3614.0
52402,3614.0
52502,3614.0
52603,3614.0
52703,3616.0
52802,3616.0
