Milliseconds,X,Y,Z
3,-0.4,-30.800001,-55.7
102,-0.4,-30.9,-55.9
203,-0.4,-30.9,-55.9
302,-0.5,-30.9,-55.9
402,-0.4,-30.9,-55.7
503,-0.3,-30.9,-55.7
602,-0.3,-30.800001,-55.4
702,-0.3,-30.800001,-55.4
803,-0.3,-30.9,-55.5
902,-0.3,-30.9,-55.600002
1002,-0.3,-30.9,-55.9
1102,-0.3,-30.9,-55.8
1202,-0.1,-30.9,-55.7
1303,0.0,-30.9,-55.7
1402,0.0,-31.0,-55.8
1502,0.0,-31.1,-55.9
1603,-0.1,-31.2,-55.7
1702,-0.2,-31.1,-55.600002
1802,-0.3,-31.1,-55.600002
1902,-0.2,-31.1,-55.8
2003,-0.1,-31.1,-56.100002
2102,-0.1,-31.0,-56.2
2202,-0.1,-31.0,-56.0
2302,-0.1,-30.9,-55.7
2402,0.0,-30.9,-55.600002
2502,0.0,-30.9,-55.7
2603,0.0,-30.9,-55.5
2702,0.0,-30.9,-55.600002
2803,0.0,-30.800001,-55.5
2902,-0.2,-30.9,-55.8
3002,-0.4,-30.9,-55.7
3102,-0.5,-30.800001,-55.600002
3202,-0.5,-30.800001,-55.5
3302,-0.3,-30.7,-55.4
3402,-0.3,-30.800001,-55.600002
3503,-0.2,-30.7,-55.5
3602,-0.3,-30.6,-55.8
3702,-0.2,-30.6,-55.8
3802,-0.3,-30.6,-55.8
3903,-0.4,-30.7,-55.7
4002,-0.6,-30.7,-55.8
4102,-0.7,-30.7,-56.2
4202,-0.7,-30.5,-56.0
4303,-0.6,-30.6,-56.100002
4402,-0.6,-30.6,-55.8
4502,-0.6,-30.7,-55.8
4602,-0.7,-30.7,-55.7
4703,-0.6,-30.7,-55.7
4802,-0.7,-30.7,-55.7
4902,-0.5,-30.7,-55.600002
5003,-0.6,-30.7,-55.8
5102,-0.5,-30.800001,-55.8
5202,-0.5,-30.7,-55.7
5302,-0.5,-30.7,-55.600002
5403,-0.5,-30.6,-55.7
5502,-0.6,-30.6,-56.0
5602,-0.5,-30.6,-56.100002
5702,-0.5,-30.7,-55.9
5803,-0.4,-30.7,-55.9
5902,-0.5,-30.800001,-56.100002
6002,-0.6,-30.7,-56.100002
6103,-0.7,-30.7,-56.0
6202,-0.7,-30.800001,-55.9
6303,-0.90000004,-30.800001,-56.0
6402,-0.90000004,-30.800001,-56.0
6502,-1.0,-30.7,-55.9
6603,-0.90000004,-30.6,-55.7
