2018-05-18 15:25:43.549 	2019
2018-05-18 15:25:43.613 	2019
2018-05-18 15:25:43.717 	2020
2018-05-18 15:25:43.814 	2019
2018-05-18 15:25:43.926 	2019
2018-05-18 15:25:44.009 	2019
2018-05-18 15:25:44.104 	2019
2018-05-18 15:25:44.198 	2019
2018-05-18 15:26:42.209 	2026
2018-05-18 15:26:42.452 	2069
2018-05-18 15:26:42.549 	2054
2018-05-18 15:26:52.934 	2426
2018-05-18 15:26:54.347 	2570
2018-05-18 15:26:55.031 	2623
2018-05-18 15:26:55.616 	2673
2018-05-18 15:26:55.719 	2670
2018-05-18 15:26:57.664 	2524
2018-05-18 15:27:00.148 	2289
2018-05-18 15:27:13.068 	2071
2018-05-18 15:27:13.652 	2068
2018-05-18 15:27:14.288 	2080
2018-05-18 15:27:14.382 	2081
2018-05-18 15:27:14.430 	2085
2018-05-18 15:27:38.465 	2164
2018-05-18 15:27:39.198 	2263
2018-05-18 15:27:42.561 	2540
2018-05-18 15:27:43.000 	2527
2018-05-18 15:27:50.899 	2007
2018-05-18 15:28:01.824 	2019
2018-05-18 15:28:02.020 	2019
2018-05-18 15:28:02.118 	2020
2018-05-18 15:28:02.207 	2020
2018-05-18 15:28:02.305 	2020
2018-05-18 15:28:02.410 	2020
2018-05-18 15:28:02.605 	2020
2018-05-18 15:28:02.701 	2020
2018-05-18 15:28:02.801 	2020
2018-05-18 15:28:02.895 	2020
2018-05-18 15:28:02.995 	2020
2018-05-18 15:28:03.106 	2019
2018-05-18 15:28:03.183 	2020
2018-05-18 15:28:03.385 	2020
2018-05-18 15:28:03.530 	2019
2018-05-18 15:28:03.725 	2019
2018-05-18 15:28:03.824 	2019
2018-05-18 15:28:03.919 	2020
2018-05-18 15:28:04.018 	2020
2018-05-18 15:28:04.109 	2019
2018-05-18 15:28:04.206 	2019
2018-05-18 15:28:04.301 	2019
2018-05-18 15:28:04.403 	2019
2018-05-18 15:28:04.498 	2019
2018-05-18 15:28:04.601 	2020
2018-05-18 15:28:04.694 	2020
2018-05-18 15:28:04.799 	2019
2018-05-18 15:28:04.897 	2020
2018-05-18 15:28:04.987 	2019
2018-05-18 15:28:05.103 	2019
2018-05-18 15:28:05.183 	2019
2018-05-18 15:28:05.327 	2019
2018-05-18 15:28:05.432 	2019
2018-05-18 15:28:05.523 	2019
2018-05-18 15:28:05.627 	2020
2018-05-18 15:28:05.725 	2020
2018-05-18 15:28:05.816 	2019
2018-05-18 15:28:05.918 	2019
2018-05-18 15:28:06.016 	2019
2018-05-18 15:28:06.113 	2019
2018-05-18 15:28:06.207 	2019
2018-05-18 15:28:06.300 	2020
2018-05-18 15:28:06.407 	2020
2018-05-18 15:28:06.504 	2019
2018-05-18 15:28:06.600 	2019
2018-05-18 15:28:06.694 	2019
2018-05-18 15:28:06.797 	2019
2018-05-18 15:28:06.894 	2020
2018-05-18 15:28:06.992 	2020
2018-05-18 15:28:07.103 	2019
2018-05-18 15:28:07.182 	2019
2018-05-18 15:28:07.326 	2019
